    198116	86	89142689
    202970	172	204792374
    199409	984	1126677274
    199752	239	293874400
    198208	109	86115933
    198955	1252	1298495441
    199864	473	590715259
    200041	137	138344845
    200041	162	175768151
    200041	426	534296786
    200041	944	1111237297
    200049	104	67829839
    201159	124	123203979
    202328	379	568314340
    200600	196	305330942
    200466	189	115248052
    201554	106	92516797
    202016	952	966177210
    200600	910	1136564728
    200091	1317	1465525786
    200091	1161	1322966512
    200091	1372	1513873060
    200368	148	100624981
    200600	500	682441405
    200600	628	817933808
    200091	1692	1773017060
    200091	1696	1776605200
    200152	81	33982433
    200161	75	116658104
    200190	110	143552398
    200519	3	4484170
    200244	275	401222591
    200229	318	347468216
    202060	659	808218090
    201159	152	178323083
    200244	422	582329363
    200473	1237	1235271691
    200245	67	78078702
    200600	676	872868980
    202328	181	253073220
    201097	360	483593071
    200473	958	1005607620
    200473	845	901218484
    200473	268	266252456
    200473	433	458844688
    200473	961	1008441750
    201191	384	592913790
    201278	505	692383263
    200519	288	402108020
    200519	609	765559920
    201624	137	144081695
    200600	697	897901792
    200600	794	1009904288
    200990	83	44511544
    200991	377	508074408
    200991	200	289273810
    200991	334	457546435
    200991	814	999887597
    200991	866	1054367277
    200991	875	1062802913
    201191	540	811786414
    201191	762	1078098650
    202237	312	487826020
    201191	622	915575688
    201625	212	333755438
    202205	98	30657709
    201168	523	578770729
    201168	717	768760548
    201191	576	858090578
    202045	332	373423446
    201191	327	504447699
    202045	224	261043834
    201191	1289	1652933632
    201191	1136	1497660191
    201602	321	437132585
    201278	903	1140173375
    202478	316	348894491
    201613	148	248451678
    201613	282	447622925
    201613	469	692363245
    201658	165	291545315
    201658	81	148669703
    201705	130	140419123
    201669	29	52908553
    201669	105	186394642
    201671	9	13625248
    201671	328	434635535
    201671	337	445457617
    201671	520	642078397
    201671	817	968377201
    201671	883	1036403173
    202389	168	184538514
    201707	509	642173859
    201708	40	37712656
    201729	203	304418737
    202016	591	645949663
    202469	318	449894956
    201817	166	167061433
    201824	150	134075400
    201824	191	169506066
    202328	180	251472086
    202477	86	107897662
    202016	932	949739589
    202016	881	908895949
    202054	298	246219916
    202044	306	414989221
    202075	28	44830551
    202272	1345	1407905111
    202178	179	198547289
    202075	603	764911125
    202178	521	648114681
    202075	426	577393258
    202075	546	706525767
    202178	808	968727037
    202074	79	49583401
    202237	392	605324639
    202272	520	610273114
    202237	885	1204334594
    202504	635	819235833
    202084	113	68512392
    202084	162	152831800
    202084	179	181288713
    202087	40	57445257
    202087	491	604650311
    202087	753	897538274
    202087	759	903350496
    202093	88	62382359
    202093	110	77684645
    202178	705	851034766
    202178	458	574812533
    202178	787	946316972
    202178	840	1004019470
    202504	995	1205750285
    202178	1492	1599626479
    202504	853	1056853673
    202237	280	438489946
    202504	401	543116738
    202272	214	234224945
    202299	471	656926824
    202299	151	167072046
    202314	109	96407147
    202469	252	338967757
    202328	497	731914739
    202472	58	83380674
    202478	567	619576455
    202504	1584	1723860268
    202972	262	363108020
    202973	235	253884148
    202973	261	279868904
    202973	1084	955324308
    202973	1094	962631621
    202973	1340	1132604213
    202973	1381	1175419011
    203002	303	408799646
    203002	384	520561899
    203002	395	535339956
    203002	414	560041601
    203002	883	1100610632
    203002	1025	1257719104
    199428	543	649360390
    198485	235	277143348
    199834	599	419287944
    199409	943	1087434787
    199608	981	1112131744
    198230	160	182130191
    202237	157	235135328
    201159	172	215420484
    202075	25	39627362
    202178	73	27866354
    201191	213	307962103
    202237	70	78003971
    198230	762	709561446
    200473	580	625050103
    198230	1269	1034597569
    200381	164	278811136
    199356	99	32842248
    198269	23	38683170
    199812	175	186247974
    199698	120	119490309
    198955	555	644890248
    199812	570	667279817
    199833	595	686575334
    198272	296	272191714
    198272	438	392340554
    198272	518	455584682
    200091	210	236049031
    199834	17	13096629
    199834	17	12715881
    198485	150	153297342
    198487	33	43550516
    198487	212	262860386
    198487	980	1065641351
    198487	1129	1197207586
    198487	1570	1546969282
    199409	1219	1337533508
    200075	138	120530050
    201229	51	91236446
    199812	335	398815825
    201816	16	17990120
    201196	251	211158475
    198954	186	211151180
    199804	161	159394346
    198954	192	219101527
    202469	136	123684494
    199804	566	648887761
    200369	282	316595616
    198969	59	57341650
    198969	639	777344268
    201196	419	340827407
    198969	422	546871422
    198969	686	825684926
    199804	476	551064002
    199574	182	140017076
    198969	956	1123156016
    198969	1199	1360990485
    200466	142	64859715
    201196	558	442979352
    201196	558	442863310
    200091	343	419789937
    201658	225	384898734
    199008	123	123575899
    200091	151	147334109
    200188	169	226480995
    200525	166	185558823
    199008	260	322933324
    200188	252	329287711
    200091	1518	1636019973
    200188	314	403201549
    200091	620	746340551
    199021	763	898742421
    199021	875	1023392086
    199021	1200	1348993092
    199021	1286	1427824874
    199336	546	496832443
    199319	4	6459286
    199319	508	690794262
    199319	804	1019865261
    199336	92	91620592
    199336	444	411480442
    199336	478	440482307
    199428	329	415115981
    200244	508	677880700
    199409	708	844393597
    201173	332	279907873
    199877	731	708200976
    199428	270	342282413
    199877	837	791871403
    199834	133	101546143
    199570	2	1691378
    199435	93	67273932
    199435	544	623436539
    199435	545	624680345
    199435	595	676477995
    199435	635	723726804
    199435	704	802791948
    199435	668	761916289
    199435	1281	1364253452
    199574	205	156652420
    201196	632	495017901
    199436	50	36236302
    200091	759	900271656
    200186	17	25001731
    199877	336	357341475
    199572	34	30321613
    199572	146	127256110
    199608	81	52921894
    199608	898	1029099635
    199608	102	84707095
    199608	194	218599211
    199608	1433	1518420648
    199608	366	441699440
    199608	1886	1856870063
    199608	631	736351909
    199608	1403	1494007077
    199608	1145	1267381755
    199608	645	753401977
    199608	513	608588228
    200473	156	115212424
    199608	804	931027064
    199608	1253	1365645464
    199608	837	965672209
    199608	1880	1853321956
    199698	73	48028427
    200245	207	232429559
    201278	1549	1748377887
    202389	142	134005623
    199864	311	414089044
    199699	475	561300351
    202074	131	145719608
    199834	217	163816624
    202178	1400	1525841347
    201173	461	377543725
    199834	439	316316389
    199754	372	398913076
    199754	464	485875065
    199754	540	555064415
    199961	62	67933733
    199864	17	24344800
    199833	189	234540570
    199864	360	470823281
    201278	771	988872947
    199864	241	329536038
    201278	572	772174683
    199833	465	539762552
    200369	532	564020338
    199833	337	398108507
    199834	207	156619875
    200229	161	173507447
    201191	691	997773914
    201191	931	1271782371
    201191	1267	1631611961
    202504	1621	1752156595
    199867	96	97951010
    199867	125	130141848
    199875	300	389133665
    199876	71	87383614
    201658	83	152451612
    203909	93	78236420
    205826	151	181749306
    203894	683	763970412
    205519	225	270429249
    205694	802	735291330
    208357	188	197753489
    207515	205	293366904
    206940	916	1067361317
    207515	186	258436773
    207515	959	1358112666
    205666	624	920412914
    205666	489	747879351
    205667	167	175879633
    207898	117	194884458
    206596	596	657835293
    208427	493	749620190
    205667	515	552671108
    206745	26	30845417
    205921	826	1079869542
    208686	247	369969514
    207231	695	1010319233
    208353	288	343492509
    207397	63	92648164
    206207	112	112228371
    207515	1058	1460999384
    208307	322	493222950
    205921	336	512750669
    206303	46	58792447
    207371	120	134989493
    207099	732	1011003204
    207279	150	196154771
    208391	353	496761498
    205833	229	324115108
    208391	577	753044936
    206476	212	279570121
    205834	41	60281036
    205834	64	91685693
    208686	100	100663694
    205921	801	1055274996
    206575	53	78741997
    206066	97	61818933
    206102	341	497236353
    206088	105	87540753
    206745	806	862034929
    206745	1102	1122288899
    206187	488	726512246
    206446	497	720324321
    206207	179	236458977
    206208	190	203587759
    206401	85	66612889
    208307	491	700809534
    206210	66	64327570
    208428	18	22109757
    206243	312	486770135
    206246	241	247355679
    206246	575	545392510
    206258	113	100182994
    206258	36	32742757
    206304	55	56544886
    206303	91	114861372
    208487	411	644499748
    207491	15	16482475
    206466	92	169732248
    206446	530	764089911
    206446	650	915734730
    206446	698	973108037
    206466	51	92412666
    206512	108	78072195
    208428	198	216754192
    206512	439	583428898
    208394	2	1802655
    208394	5	3833611
    206478	56	77216714
    206484	664	922635024
    206512	514	679830993
    206512	660	853039245
    206513	217	204932401
    206542	388	631023202
    206542	485	758096088
    206745	239	268360395
    206596	216	247685523
    206596	293	326746302
    206598	182	159416325
    206598	483	395093333
    206598	484	395774548
    207279	655	909661620
    206869	481	463646124
    206869	567	534965581
    206745	356	388731966
    208540	5	6098162
    207099	178	219962874
    207100	16	16110462
    206869	455	440579167
    206869	276	279133933
    206897	29	51467682
    208686	426	657444330
    206939	71	122685247
    207515	353	556989138
    208686	334	515324377
    208686	148	187006945
    207269	228	295238000
    208391	9	12481186
    207214	92	123998499
    208541	228	328673077
    207214	367	584528232
    207214	561	847800106
    207454	1775	2105410811
    207231	472	720631031
    207231	1220	1590560065
    207269	498	670175084
    207320	32	27523462
    207320	249	204890841
    207279	405	596280094
    207279	716	979627230
    207279	959	1245218839
    207372	479	666340531
    207920	124	136238739
    208353	97	123552585
    207454	1042	1390006632
    207454	1244	1613488336
    207454	1710	2051477930
    207477	542	844331740
    208307	97	163310235
    207487	432	693821590
    207517	45	47809346
    207886	163	184408696
    208307	1147	1422579339
    207491	284	293234769
    207515	300	466612657
    208353	197	242215826
    207920	658	951228584
    207905	784	1070590919
    207905	1253	1575768233
    208351	336	475656836
    208307	383	571192130
    208307	1211	1481287493
    208307	1223	1492861323
    208307	881	1148726508
    208429	208	233240347
    208341	92	113344158
    208341	810	887698440
    208357	478	487923671
    208551	438	705373574
    208427	204	324080529
    208429	347	374529819
    208429	743	728758191
    208487	45	76393444
    208551	290	481283217
    208686	141	174657728
    203912	208	258259668
    203894	1249	1275072633
    205158	101	87438030
    203912	122	156778330
    203912	121	156292892
    203912	218	269464245
    203912	335	396352126
    205238	47	51661720
    203987	841	925814306
    203912	920	998400597
    203912	1182	1218927172
    206478	115	154797665
    206466	533	844088524
    204544	187	267455993
    205344	105	127579351
    205311	261	283331895
    207905	106	88324278
    205781	58	85048838
    203987	133	164797326
    207454	761	1084355371
    207454	130	159054279
    203987	492	574339745
    203987	543	629765727
    205217	268	270906561
    207397	59	86029958
    207222	200	185326920
    203987	875	957185458
    207905	130	132394549
    205217	297	297816754
    205694	73	76241998
    208551	283	469029471
    207920	523	779997795
    204113	678	975814498
    204113	361	546405690
    204113	170	221272387
    204113	478	718897103
    207231	624	923073093
    204114	175	192373438
    204577	237	321931081
    204577	1222	1360114265
    204114	265	284955741
    207231	684	996402615
    204238	42	67845466
    204250	114	84115186
    204541	198	349499149
    204541	200	351259889
    206446	250	345557305
    206448	79	83170203
    207515	878	1269507352
    207515	153	199305583
    207515	682	1036387739
    205921	30	46053997
    205718	336	568891292
    206596	234	266877367
    204506	431	595244562
    205921	167	267600186
    205694	162	175494571
    206859	340	511522295
    207469	32	59732829
    206448	1021	877669234
    206446	960	1256240453
    204544	153	223179171
    206512	546	718989467
    205344	445	500923044
    205344	530	596018465
    205777	1	556121
    204544	293	399550506
    205344	701	773847816
    205666	335	527641078
    206302	212	329938262
    204554	66	54394385
    204554	348	274105569
    204555	137	92015169
    206210	171	163173939
    206208	351	381317143
    206303	152	186488559
    206303	216	260072788
    204563	135	125920331
    204563	207	248852159
    204563	499	681093366
    206598	177	155105584
    206866	282	301716885
    204563	456	624061161
    205526	127	120186782
    205111	428	599742159
    205111	371	520604971
    206207	485	719023068
    204564	882	942591067
    206401	182	247422983
    204564	1267	1272329465
    208487	48	82111972
    205311	581	605889701
    205666	511	777524233
    204577	438	555405301
    207231	499	757659318
    207231	1156	1521384670
    207231	1184	1551780898
    204577	355	462004420
    204577	242	328133443
    207273	16	20276810
    207231	1337	1709163313
    207231	509	771939551
    207231	628	927568873
    207231	1267	1639296448
    207273	358	398935813
    204577	894	1046190523
    207231	1441	1808906957
    207488	32	41729453
    205158	715	934848531
    207477	400	635340207
    205826	300	428404480
    204601	95	135115885
    206389	193	233400540
    206466	115	212770322
    205111	294	407024659
    205111	169	197380043
    205111	356	499836765
    206187	267	371043315
    205311	810	803804436
    205311	813	806231407
    205311	935	902849660
    206207	196	267763371
    206512	93	49120064
    205193	175	225631016
    205193	545	754500670
    205193	386	549903801
    205193	612	832664820
    205620	65	51777123
    205193	684	910977568
    205667	615	650087328
    206596	755	814632160
    205236	96	148144390
    205718	166	265419759
    208427	82	104619662
    206484	165	197733571
    205238	51	55092226
    205694	573	567105860
    205310	277	382399842
    206243	545	818086166
    205310	200	263234975
    205683	84	60904820
    205310	331	460211689
    205311	1012	960220088
    205311	940	906418638
    205311	895	872079882
    206246	823	737806111
    205344	239	278686973
    208339	192	246745610
    205666	254	399000106
    208391	61	91181183
    206859	200	267499880
    204250	697	890399677
    207515	488	769113860
    205666	454	700199026
    207372	166	260028148
    206512	329	432392726
    206512	1082	1312429644
    207397	40	51695314
    207905	126	125055752
    208538	42	71348397
    191226	1376	1689988680
    191062	126	142374546
    191830	227	332913923
    190595	10	4654481
    191271	188	192508706
    193124	14	5962146
    190702	68	39239903
    191202	12	13977879
    190895	716	732550619
    193193	22	9431317
    191834	169	204817885
    191247	61	94203021
    190708	16	12178248
    190661	208	148965559
    190705	46	43754147
    193334	142	110276474
    191718	60	57911533
    190705	300	386742203
    190706	26	24916901
    190707	24	22496885
    190738	61	56076319
    190733	386	431034472
    190782	221	266668506
    191264	152	157865274
    191264	98	83853395
    190895	527	562718629
    193193	489	321529356
    191271	83	51439099
    191226	351	486809371
    193621	395	365872640
    193336	301	226061199
    191718	92	104743908
    191830	64	34341718
    191859	26	18564135
    191226	1308	1625861813
    191226	1483	1788129416
    191277	503	468516319
    191247	498	688217711
    191811	11	9890762
    191700	306	351661787
    191700	110	131695006
    193336	441	317233620
    193336	527	369468385
    193336	231	177894710
    191834	231	277155663
    193541	201	109670036
    193336	44	35350911
    193621	139	109197551
    193541	416	264931251
    193621	275	252352372
    193621	1577	1191784833
    193621	1584	1195582578
