
Loading shared libraries: /Users/skhalil/Desktop/BPrime/8TeV/Analysis/Trees/Electrons/Jun11/SingleEle-Run2012B-13Jul2012_nominal.root 1
total events =  3426 , cuts: trigSigEle_path==1 && lepEt > 30 && eMVA > 0.90 && lepIso <0.1 && njets>=4 && centrality >0.4 && jetEt[0]>200 && jetEt[1]>60 && jetEt[2]>40 && nTagsCSVM >= 1 && met > 20
************************************************
*    Row   * runNumber * lumiNumbe * eventNumb *
*  2117780 *    200049 *         7 *   4427223 *
*  2118172 *    200049 *        12 *   7478250 *
*  2120025 *    199319 *       271 * 403912663 *
*  2121240 *    199319 *       243 * 367162249 *
*  2121845 *    199319 *       231 * 350826476 *
*  2122110 *    199319 *       232 * 351949021 *
*  2125729 *    199703 *        70 *  64941537 *
*  2127218 *    199319 *       306 * 450485114 *
*  2127220 *    199319 *       306 * 450396370 *
*  2127813 *    199319 *       313 * 459574878 *
*  2131016 *    201824 *        70 *  62952419 *
*  2132119 *    201824 *       197 * 174667240 *
*  2135728 *    199319 *       276 * 410733857 *
*  2140180 *    199608 *       174 * 190670574 *
*  2140498 *    199608 *       176 * 192907180 *
*  2141672 *    199319 *       277 * 412940195 *
*  2142784 *    199319 *       311 * 456594239 *
*  2145287 *    200600 *       604 * 793776674 *
*  2145995 *    200600 *       634 * 824239228 *
*  2147330 *    201278 *      1824 * 1.954e+09 *
*  2148983 *    199319 *       288 * 427509177 *
*  2151214 *    199319 *       323 * 471838806 *
*  2151993 *    199319 *       327 * 477742451 *
*  2160071 *    199319 *       719 * 920818619 *
*  2162979 *    200091 *       138 * 127130975 *
*  2166691 *    199319 *       367 * 526596963 *
*  2170148 *    199698 *        84 *  65500589 *
*  2171657 *    199876 *       216 * 254397752 *
*  2174399 *    199319 *       377 * 538453388 *
*  2174960 *    199319 *       380 * 542556401 *
*  2183772 *    199435 *       114 *  99246594 *
*  2184599 *    202087 *       551 * 674474594 *
*  2184835 *    202087 *       552 * 675626918 *
*  2187247 *    199319 *       516 * 699788852 *
*  2187532 *    199319 *       518 * 702623068 *
*  2189121 *    200525 *       650 * 828052134 *
*  2195910 *    199319 *       616 * 808084312 *
*  2196270 *    199319 *       619 * 811905632 *
*  2197261 *    199319 *       601 * 792387971 *
*  2197741 *    199319 *       604 * 796013687 *
*  2208877 *    200992 *       408 * 345851344 *
*  2208953 *    200992 *       411 * 348271681 *
*  2212818 *    200491 *        87 *  49598910 *
*  2214773 *    201278 *      1079 * 1.326e+09 *
*  2216571 *    201278 *      1094 * 1.341e+09 *
*  2217072 *    201707 *       377 * 497664220 *
*  2218287 *    201707 *       383 * 504080506 *
*  2219861 *    199409 *      1018 * 1.159e+09 *
*  2224418 *    201164 *        47 *  77241632 *
*  2225432 *    201164 *       413 * 580072597 *
*  2227176 *    200042 *       102 *  88500787 *
*  2227846 *    200042 *       109 *  94304577 *
*  2234456 *    202178 *       352 * 444250650 *
*  2236912 *    202178 *       497 * 620506960 *
*  2238275 *    199319 *       670 * 865106770 *
*  2238367 *    199319 *       672 * 867179716 *
*  2239994 *    201278 *      1619 * 1.803e+09 *
*  2240151 *    201278 *      1634 * 1.814e+09 *
*  2240534 *    201278 *      1638 * 1.817e+09 *
*  2243707 *    201707 *       586 * 722674810 *
*  2244590 *    199319 *       876 * 1.100e+09 *
*  2250292 *    200525 *       119 * 103896143 *
*  2254066 *    199336 *       239 * 231758203 *
*  2255027 *    199833 *       964 * 1.057e+09 *
*  2255513 *    199833 *       971 * 1.062e+09 *
*  2258171 *    199319 *       730 * 934020852 *
*  2259882 *    201824 *        77 *  69274577 *
*  2259907 *    201824 *        77 *  69334408 *
*  2262824 *    199319 *       741 * 947279806 *
*  2264806 *    200519 *       172 * 254734635 *
*  2267139 *    200519 *       190 * 278527155 *
*  2268675 *    199703 *       502 * 423832084 *
*  2269757 *    199319 *       779 * 990584985 *
*  2269920 *    199319 *       780 * 992220350 *
*  2271039 *    199319 *       782 * 994186235 *
*  2271368 *    199319 *       785 * 998000963 *
*  2271376 *    199319 *       785 * 998252632 *
*  2272538 *    201174 *       420 * 269506101 *
*  2273344 *    201174 *       432 * 281591195 *
*  2273946 *    201174 *       443 * 292571623 *
*  2276262 *    199319 *       933 * 1.164e+09 *
*  2276470 *    199319 *       935 * 1.166e+09 *
*  2278836 *    201097 *       480 * 645586110 *
*  2280030 *    201114 *         1 *    982621 *
*  2282349 *    200473 *       493 * 522329156 *
*  2282574 *    200473 *      1265 * 1.256e+09 *
*  2284188 *    200473 *       701 * 758287658 *
*  2284307 *    200473 *       703 * 760306424 *
*  2285314 *    199319 *       775 * 986377952 *
*  2287582 *    201625 *       674 * 893825979 *
*  2297200 *    199608 *       480 * 572743014 *
*  2307629 *    200091 *       616 * 741506300 *
*  2308875 *    199319 *       966 * 1.198e+09 *
*  2311183 *    199319 *       918 * 1.146e+09 *
*  2312281 *    201625 *       883 * 1.126e+09 *
*  2312808 *    201625 *       888 * 1.132e+09 *
*  2317723 *    200519 *       350 * 475482351 *
*  2320364 *    199336 *       537 * 489344086 *
*  2328752 *    199336 *       961 * 811787815 *
*  2329155 *    199336 *       965 * 814325826 *
*  2329361 *    199336 *       968 * 816602609 *
*  2329446 *    199336 *       969 * 817048865 *
*  2334614 *    199875 *       305 * 392913232 *
*  2335336 *    199875 *       332 * 423880558 *
*  2335561 *    199875 *       304 * 391709419 *
*  2336951 *    199336 *         4 *   3646832 *
*  2338166 *    199336 *        29 *  28820304 *
*  2339113 *    199336 *        41 *  41644380 *
*  2344916 *    199571 *       247 * 271195036 *
*  2346308 *    199571 *       276 * 301534597 *
*  2348719 *    199336 *        55 *  55569201 *
*  2349690 *    199336 *        98 *  97943402 *
*  2354910 *    199356 *       120 *  68900249 *
*  2357209 *    200473 *       318 * 327543773 *
*  2357283 *    200473 *       320 * 330062234 *
*  2358017 *    200473 *       823 * 880478368 *
*  2359843 *    202016 *        66 *  75886954 *
*  2360337 *    202016 *        72 *  83266828 *
*  2362192 *    199336 *        67 *  67619658 *
*  2367849 *    199804 *       620 * 715287319 *
*  2374948 *    200473 *       534 * 571419736 *
*  2375233 *    200473 *       524 * 559109743 *
*  2377790 *    200091 *      1158 * 1.319e+09 *
*  2380087 *    199336 *       143 * 141884833 *
*  2385519 *    199608 *       446 * 534450908 *
*  2385805 *    199608 *       449 * 538196072 *
*  2387528 *    199336 *       166 * 163755177 *
*  2388039 *    200991 *       194 * 282539466 *
*  2402070 *    199877 *       682 * 669428360 *
*  2402524 *    199877 *       690 * 675446416 *
*  2405157 *    200091 *      1027 * 1.190e+09 *
*  2406341 *    200091 *      1044 * 1.207e+09 *
*  2409753 *    201115 *        14 *  24863457 *
*  2410165 *    201115 *        15 *  27281055 *
*  2412228 *    199336 *       250 * 241692952 *
*  2412243 *    199336 *       251 * 242895500 *
*  2418231 *    199608 *      1772 * 1.777e+09 *
*  2420334 *    200190 *       136 * 176658836 *
*  2424326 *    199336 *       252 * 243071226 *
*  2429647 *    199336 *       373 * 351118431 *
*  2430806 *    199336 *       398 * 371943284 *
*  2433361 *    201625 *       695 * 915790110 *
*  2435127 *    202054 *       173 * 146902659 *
*  2436013 *    200991 *       258 * 365734512 *
*  2436396 *    200991 *       240 * 342220485 *
*  2436466 *    200991 *       242 * 344445467 *
*  2437429 *    200991 *       247 * 351035485 *
*  2438309 *    199336 *       263 * 252988731 *
*  2441626 *    199703 *        16 *  14569435 *
*  2446908 *    199336 *       306 * 291957015 *
*  2447783 *    201278 *       536 * 729512249 *
*  2449540 *    201278 *       562 * 760948899 *
*  2452529 *    199336 *       323 * 306729957 *
*  2455563 *    199428 *       228 * 286220862 *
*  2456056 *    199428 *       390 * 481722680 *
*  2456318 *    199428 *       392 * 484319748 *
*  2458123 *    199336 *       356 * 336024305 *
*  2459754 *    199428 *       164 * 196881548 *
*  2460685 *    199428 *       187 * 229712289 *
*  2462386 *    199428 *       203 * 252673422 *
*  2463409 *    199699 *       477 * 562759210 *
*  2464424 *    199699 *       468 * 553383101 *
*  2467260 *    199960 *       344 * 419664795 *
*  2471560 *    199608 *      1473 * 1.550e+09 *
*  2472723 *    199608 *      1493 * 1.566e+09 *
*  2473177 *    199336 *       470 * 433951063 *
*  2474606 *    202060 *       171 * 181732042 *
*  2476069 *    202060 *       185 * 204357459 *
*  2481596 *    199699 *       462 * 545690153 *
*  2482227 *    199336 *       432 * 401730405 *
*  2482607 *    199336 *       436 * 404433203 *
*  2486568 *    201802 *        83 *  45956439 *
*  2496987 *    199877 *       624 * 620698029 *
*  2498800 *    200188 *        96 * 131568382 *
*  2499537 *    200188 *       104 * 142522353 *
*  2500423 *    200600 *       763 * 974809507 *
*  2501154 *    200600 *       776 * 990069335 *
*  2501850 *    200600 *       752 * 962541888 *
*  2503325 *    199336 *       477 * 439815304 *
*  2510414 *    201824 *        59 *  53047751 *
*  2510735 *    201824 *        62 *  55869126 *
*  2512372 *    200091 *       741 * 877878943 *
*  2514136 *    200473 *       108 *  45248985 *
*  2514165 *    200473 *       108 *  44774422 *
*  2516385 *    199336 *       508 * 465767623 *
*  2517550 *    199336 *       629 * 563388694 *
*  2518637 *    199862 *       140 * 153002192 *
*  2518859 *    199862 *       132 * 140447232 *
*  2520708 *    199864 *       187 * 262166684 *
*  2523093 *    202014 *       120 * 144234333 *
*  2523321 *    202014 *       122 * 146237533 *
*  2532422 *    201196 *       265 * 221681472 *
*  2534277 *    200075 *       106 *  67806975 *
*  2537509 *    199336 *       668 * 594017608 *
*  2538129 *    199336 *       563 * 510414380 *
*  2538317 *    199336 *       565 * 511921708 *
*  2539079 *    199336 *       575 * 519897642 *
*  2544227 *    199409 *      1151 * 1.279e+09 *
*  2544412 *    199409 *      1153 * 1.280e+09 *
*  2546681 *    199833 *      1198 * 1.256e+09 *
*  2549759 *    200473 *       668 * 723426477 *
*  2553601 *    201174 *       276 * 180499137 *
*  2554437 *    199336 *       638 * 570995959 *
*  2556072 *    199336 *       748 * 655805206 *
*  2557117 *    201671 *       685 * 826781963 *
*  2558001 *    201671 *       692 * 835035231 *
*  2559365 *    201706 *        43 *  70336495 *
*  2561241 *    201706 *        52 *  84920196 *
*  2565303 *    199336 *       756 * 662185857 *
*  2566971 *    201671 *       808 * 959409672 *
*  2567931 *    201671 *       815 * 966841599 *
*  2569997 *    199436 *       688 * 467870197 *
*  2574075 *    201819 *       108 *  92195845 *
*  2574273 *    201819 *       109 *  93280362 *
*  2577013 *    199699 *       206 * 261322899 *
*  2579358 *    200991 *       456 * 596775340 *
*  2579710 *    200991 *       460 * 600904901 *
*  2582164 *    199336 *       892 * 762352853 *
*  2583101 *    202060 *       300 * 377774511 *
*  2589360 *    200041 *       808 * 966050818 *
*  2590496 *    199336 *       887 * 759220039 *
*  2591541 *    199336 *       955 * 807740820 *
*  2592143 *    199409 *       243 * 328045884 *
*  2593093 *    199409 *       269 * 361075340 *
*  2594302 *    199409 *       283 * 377861423 *
*  2594807 *    199409 *       974 * 1.117e+09 *
*  2595608 *    199409 *       981 * 1.123e+09 *
*  2596089 *    199336 *       760 * 665273747 *
*  2599409 *    201196 *       558 * 442979352 *
*  2602396 *    199336 *       783 * 682370572 *
*  2602470 *    199336 *       786 * 684965512 *
*  2608066 *    200600 *      1022 * 1.251e+09 *
*  2609547 *    200600 *      1083 * 1.311e+09 *
*  2611446 *    202178 *       407 * 513230451 *
*  2611691 *    202178 *       408 * 515366402 *
*  2611811 *    202178 *       409 * 516193620 *
*  2617060 *    200992 *        96 *  87734023 *
*  2618136 *    201168 *       273 * 304158057 *
*  2619129 *    201168 *       283 * 316248921 *
*  2619595 *    201168 *       286 * 319744464 *
*  2621898 *    199754 *       639 * 641063755 *
*  2622148 *    199754 *       745 * 728599636 *
*  2623828 *    199833 *       165 * 206812532 *
*  2626463 *    199336 *       849 * 731371171 *
*  2627328 *    199336 *       899 * 767420996 *
*  2628118 *    202237 *       418 * 642045730 *
*  2629008 *    202237 *       417 * 640061798 *
*  2629057 *    202237 *       417 * 641250813 *
*  2630159 *    202237 *       440 * 672628493 *
*  2630360 *    202237 *       441 * 673949355 *
*  2635006 *    199571 *       344 * 370994691 *
*  2639685 *    201168 *       184 * 200902758 *
*  2644350 *    202016 *        42 *  49168035 *
*  2648240 *    199356 *       126 *  78944192 *
*  2649706 *    199356 *       143 * 107718869 *
*  2654534 *    199428 *        61 *  41233141 *
*  2654834 *    199428 *        62 *  41789379 *
*  2657268 *    202044 *       231 * 302223351 *
*  2657556 *    202044 *       208 * 266136687 *
*  2659506 *    199409 *        26 *  23188308 *
*  2661470 *    200473 *       316 * 325293298 *
*  2661626 *    200473 *       347 * 361316062 *
*  2664395 *    202178 *       647 * 784923089 *
*  2665123 *    202178 *       653 * 790406136 *
*  2665499 *    202178 *       657 * 794499589 *
*  2666968 *    199409 *        35 *  38215291 *
*  2670845 *    202093 *       102 *  72032230 *
*  2671371 *    202093 *       111 *  78385849 *
*  2673692 *    199409 *        59 *  75465214 *
*  2679117 *    200042 *       440 * 356097133 *
*  2687113 *    201278 *       700 * 915229884 *
*  2692197 *    201692 *       149 * 156863198 *
*  2692424 *    201692 *       161 * 178616420 *
*  2693005 *    201692 *       150 * 157632976 *
*  2694036 *    201692 *       160 * 178306712 *
*  2696108 *    199409 *       145 * 198941417 *
*  2696482 *    199409 *       147 * 201122066 *
*  2697541 *    199409 *       166 * 226860187 *
*  2699099 *    202075 *       583 * 744979459 *
*  2702246 *    199409 *       191 * 260935922 *
*  2706368 *    200600 *       236 * 360231626 *
*  2713211 *    199409 *       216 * 293485149 *
*  2716272 *    201613 *       508 * 739576832 *
*  2718303 *    201613 *       522 * 756074081 *
*  2720788 *    199409 *       293 * 389650753 *
*  2722635 *    199833 *       793 * 893245794 *
*  2723706 *    199833 *       805 * 905999633 *
*  2724328 *    199876 *         4 *   4519171 *
*  2724641 *    199876 *         5 *   5337331 *
*  2725809 *    199876 *        27 *  33599041 *
*  2733211 *    200525 *       459 * 609330622 *
*  2734983 *    199409 *       279 * 373183480 *
*  2737304 *    200600 *       733 * 940468647 *
*  2741170 *    199409 *       275 * 368144741 *
*  2741805 *    199409 *       336 * 440763438 *
*  2741910 *    199409 *       338 * 443057592 *
*  2743124 *    199409 *       314 * 415289437 *
*  2748106 *    201671 *       940 * 1.092e+09 *
*  2750372 *    199409 *       340 * 445339869 *
*  2751052 *    199409 *       348 * 454612558 *
*  2752904 *    200041 *       624 * 756218575 *
*  2762505 *    200188 *        52 *  71100542 *
*  2763111 *    200188 *        63 *  86700109 *
*  2763180 *    200188 *        63 *  86703856 *
*  2771836 *    201097 *       270 * 353628283 *
*  2772765 *    202087 *       822 * 968231444 *
*  2772799 *    202087 *       822 * 967490611 *
*  2775919 *    199409 *       480 * 601493194 *
*  2779783 *    200491 *       341 * 446470190 *
*  2779867 *    200491 *       342 * 447521517 *
*  2780443 *    200491 *       346 * 454120707 *
*  2780637 *    199409 *       413 * 528012085 *
*  2781578 *    199409 *       425 * 540987454 *
*  2783173 *    200525 *       354 * 473207361 *
*  2785776 *    200525 *       367 * 491033121 *
*  2785959 *    200525 *       368 * 492245095 *
*  2786557 *    201168 *       434 * 484494477 *
*  2786768 *    201168 *       436 * 487531584 *
*  2789460 *    199409 *       435 * 552123688 *
*  2789745 *    199409 *       437 * 554138927 *
*  2790112 *    199409 *       442 * 559886156 *
*  2791247 *    199409 *       452 * 571041423 *
*  2792354 *    201278 *       601 * 806792410 *
*  2795185 *    199608 *      1296 * 1.402e+09 *
*  2801481 *    199804 *       258 * 291160448 *
*  2801656 *    199804 *       262 * 296774969 *
*  2803972 *    199409 *       658 * 788063289 *
*  2804836 *    199409 *       555 * 678132133 *
*  2807727 *    200190 *        47 *  62368387 *
*  2811333 *    199409 *       575 * 698996763 *
*  2814912 *    200991 *      1031 * 1.216e+09 *
*  2815948 *    199703 *        81 *  74444151 *
*  2816347 *    199703 *        84 *  77224811 *
*  2819069 *    199409 *       680 * 812325081 *
*  2823874 *    199608 *       286 * 342120446 *
*  2828026 *    202093 *       127 *  89467121 *
*  2829531 *    199608 *      1352 * 1.450e+09 *
*  2830021 *    199608 *      1362 * 1.459e+09 *
*  2830677 *    199608 *      1533 * 1.598e+09 *
*  2833062 *    199409 *       766 * 907523849 *
*  2838334 *    201816 *        41 *  48063944 *
*  2840243 *    199409 *       643 * 769972710 *
*  2845723 *    199698 *        96 *  82651365 *
*  2848436 *    199698 *       119 * 116859835 *
*  2851363 *    199409 *       713 * 849516226 *
*  2854975 *    199572 *       241 * 206691451 *
*  2855279 *    199572 *       258 * 220166406 *
*  2856075 *    199812 *       740 * 857120076 *
*  2860557 *    199409 *       734 * 872333645 *
*  2861249 *    200190 *       783 * 861450399 *
*  2862219 *    200190 *       793 * 870709604 *
*  2862757 *    200190 *       798 * 875471067 *
*  2863441 *    200525 *       577 * 748581431 *
*  2864295 *    200525 *       584 * 756311161 *
*  2864820 *    200525 *       587 * 759097172 *
*  2866155 *    199409 *       765 * 906501744 *
*  2869166 *    200519 *       457 * 595557232 *
*  2869359 *    200519 *       458 * 596348729 *
*  2870220 *    200519 *       485 * 625104090 *
*  2874833 *    200992 *        64 *  58696438 *
*  2876168 *    202044 *       306 * 414112811 *
*  2876906 *    202044 *       300 * 406256243 *
*  2878020 *    202044 *       331 * 451272069 *
*  2878142 *    202044 *       332 * 453083584 *
*  2881059 *    199409 *       835 * 979684805 *
*  2881399 *    199409 *       839 * 984026885 *
*  2882765 *    199833 *      1064 * 1.144e+09 *
*  2882865 *    199833 *      1066 * 1.146e+09 *
*  2885384 *    201707 *       269 * 369145586 *
*  2887938 *    199409 *       859 * 1.004e+09 *
*  2893120 *    199409 *       875 * 1.020e+09 *
*  2895688 *    199409 *       933 * 1.077e+09 *
*  2896143 *    200991 *       225 * 323182424 *
*  2898889 *    201707 *       333 * 446637249 *
*  2900681 *    199409 *       893 * 1.037e+09 *
*  2901089 *    199409 *       926 * 1.070e+09 *
*  2901179 *    199409 *       927 * 1.072e+09 *
*  2903296 *    199409 *       959 * 1.102e+09 *
*  2904704 *    199833 *       407 * 471343831 *
*  2905892 *    199833 *       465 * 539989434 *
*  2908192 *    199435 *      1527 * 1.563e+09 *
*  2908497 *    199409 *       899 * 1.044e+09 *
*  2909199 *    199409 *       905 * 1.049e+09 *
*  2913213 *    199875 *       158 * 184253877 *
*  2914729 *    200525 *       953 * 1.161e+09 *
*  2915114 *    200525 *       956 * 1.165e+09 *
*  2915439 *    200525 *       958 * 1.167e+09 *
*  2915561 *    200525 *       959 * 1.168e+09 *
*  2916568 *    200525 *       946 * 1.154e+09 *
*  2916680 *    200525 *       946 * 1.154e+09 *
*  2917317 *    200525 *       966 * 1.176e+09 *
*  2920952 *    201613 *       469 * 692255739 *
*  2924588 *    201613 *       493 * 722159596 *
*  2928893 *    199876 *       225 * 263628313 *
*  2929610 *    199876 *       231 * 270582525 *
*  2934256 *    199409 *      1086 * 1.221e+09 *
*  2935134 *    201613 *       368 * 564026908 *
*  2937975 *    201613 *       630 * 878909160 *
*  2940348 *    202075 *        86 * 134724887 *
*  2943086 *    201278 *       993 * 1.236e+09 *
*  2943408 *    201278 *       996 * 1.240e+09 *
*  2947183 *    201817 *        57 *  58984370 *
*  2948124 *    201817 *        62 *  64177338 *
*  2948639 *    201817 *        86 *  88963002 *
*  2949108 *    199409 *      1040 * 1.179e+09 *
*  2949716 *    199409 *      1062 * 1.199e+09 *
*  2952022 *    199699 *       410 * 485137605 *
*  2952987 *    199699 *       423 * 499800693 *
*  2953865 *    199409 *      1111 * 1.243e+09 *
*  2954022 *    199409 *      1112 * 1.244e+09 *
*  2958530 *    201196 *       502 * 402387654 *
*  2960056 *    202237 *       597 * 876327298 *
*  2961084 *    202237 *       590 * 867982283 *
*  2961686 *    199409 *      1140 * 1.269e+09 *
*  2962361 *    199409 *      1149 * 1.277e+09 *
*  2965643 *    201707 *       232 * 322718220 *
*  2966645 *    201707 *       239 * 331286235 *
*  2969264 *    199608 *       719 * 838362580 *
*  2969499 *    199608 *       721 * 840783692 *
*  2970239 *    199409 *      1155 * 1.282e+09 *
*  2971386 *    199409 *      1179 * 1.303e+09 *
*  2972376 *    201802 *       110 *  94686894 *
*  2979915 *    202237 *       240 * 374529343 *
*  2980162 *    202237 *       273 * 426788252 *
*  2981312 *    199703 *       325 * 284895329 *
*  2982110 *    199703 *       334 * 292157548 *
*  2982867 *    199409 *      1186 * 1.309e+09 *
*  2986873 *    199608 *       295 * 353365507 *
*  2988422 *    199703 *       205 * 184791893 *
*  2988600 *    199703 *       207 * 186881057 *
*  2995448 *    200229 *       312 * 341712110 *
*  2995991 *    200229 *       332 * 363307788 *
*  2996191 *    200229 *       334 * 364813337 *
*  3003168 *    201817 *        85 *  87544234 *
*  3003773 *    201817 *        91 *  93979635 *
*  3003786 *    201817 *        91 *  93460892 *
*  3004056 *    201817 *        89 *  91805441 *
*  3005707 *    199409 *      1252 * 1.365e+09 *
*  3006867 *    199409 *      1288 * 1.395e+09 *
*  3011111 *    199754 *       319 * 347446148 *
*  3012130 *    199754 *       330 * 357846017 *
*  3021747 *    201168 *       236 * 261421467 *
*  3023726 *    199428 *        78 *  66995977 *
*  3025268 *    199428 *        86 *  79812776 *
*  3025908 *    199428 *       114 * 123757033 *
*  3026559 *    202087 *       491 * 604021599 *
*  3027090 *    202087 *       519 * 636348036 *
*  3028882 *    202087 *       510 * 625399911 *
*  3028972 *    202087 *       511 * 626004310 *
*  3030097 *    201174 *       302 * 196625718 *
*  3033003 *    199428 *        99 * 100520519 *
*  3034043 *    202054 *        13 *  11101030 *
*  3036262 *    199752 *       167 * 210230715 *
*  3038463 *    200190 *       708 * 792579320 *
*  3038881 *    200190 *       712 * 795518195 *
*  3040211 *    200991 *       494 * 637797916 *
*  3040454 *    200991 *       512 * 656706721 *
*  3051645 *    199428 *       483 * 585459237 *
*  3052294 *    199428 *       513 * 617726158 *
*  3052578 *    202045 *        62 *  76178828 *
*  3054901 *    199428 *       139 * 160583132 *
*  3057823 *    199428 *       191 * 235666061 *
*  3058369 *    202054 *       319 * 262843903 *
*  3058732 *    202054 *       323 * 265398502 *
*  3060505 *    202060 *       441 * 561712600 *
*  3068515 *    199435 *       634 * 723202895 *
*  3069649 *    199435 *       666 * 760118215 *
*  3070248 *    199571 *       502 * 522604624 *
*  3070946 *    199571 *       518 * 537584418 *
*  3071183 *    199571 *       520 * 539517217 *
*  3075093 *    199428 *       262 * 331061900 *
*  3075346 *    199428 *       265 * 336037295 *
*  3076602 *    199428 *       239 * 301350600 *
*  3077264 *    199428 *       244 * 308428176 *
*  3080540 *    199428 *       279 * 353225326 *
*  3082166 *    201671 *       291 * 392046749 *
*  3083364 *    201671 *       314 * 418617987 *
*  3083896 *    201671 *       318 * 423154576 *
*  3084601 *    200041 *       776 * 929441213 *
*  3084858 *    200041 *       781 * 935202139 *
*  3087347 *    200525 *       414 * 552339945 *
*  3088635 *    200525 *       431 * 574267338 *
*  3088810 *    200525 *       435 * 579587386 *
*  3089015 *    200525 *       437 * 581921551 *
*  3091692 *    199428 *       299 * 379057520 *
*  3092093 *    199875 *        71 *  42281577 *
*  3093057 *    199875 *        77 *  53729399 *
*  3096914 *    199428 *       304 * 385005237 *
*  3099793 *    199608 *       310 * 372674983 *
*  3100122 *    199608 *       333 * 401410233 *
*  3100154 *    199608 *       333 * 400398685 *
*  3100859 *    200245 *       154 * 175392102 *
*  3104122 *    199428 *       312 * 395564700 *
*  3109678 *    199428 *       359 * 450972643 *
*  3111123 *    199428 *       328 * 414733351 *
*  3111623 *    201727 *       122 * 117623996 *
*  3113224 *    201727 *       100 *  76093739 *
*  3118833 *    199608 *       637 * 743634114 *
*  3120047 *    199608 *       735 * 855848029 *
*  3121037 *    199608 *      1120 * 1.244e+09 *
*  3127074 *    201819 *         5 *   3686961 *
*  3127430 *    201819 *         8 *   6788404 *
*  3129785 *    200244 *       611 * 785955220 *
*  3134508 *    199435 *      1001 * 1.109e+09 *
*  3135344 *    199435 *      1008 * 1.116e+09 *
*  3136883 *    199428 *       406 * 499585202 *
*  3141878 *    199569 *       305 * 353267029 *
*  3146235 *    199833 *        99 * 126536354 *
*  3147820 *    199867 *        64 *  64778687 *
*  3153103 *    200992 *       321 * 277267115 *
*  3160166 *    199428 *       478 * 579807206 *
*  3164357 *    201625 *       228 * 357230727 *
*  3168768 *    201707 *       553 * 688076645 *
*  3170581 *    200041 *       683 * 821980872 *
*  3170822 *    200041 *       685 * 824530756 *
*  3171156 *    200041 *       687 * 826912570 *
*  3171675 *    200041 *       639 * 771246446 *
*  3171914 *    200041 *       735 * 883421563 *
*  3174112 *    200992 *       517 * 428587110 *
*  3175025 *    199428 *       511 * 616035573 *
*  3175532 *    199428 *       640 * 756691454 *
*  3178409 *    199428 *       537 * 643387581 *
*  3178814 *    199428 *       541 * 647797085 *
*  3180153 *    199569 *        16 *  19521595 *
*  3181758 *    199569 *        27 *  34551193 *
*  3182269 *    199699 *       680 * 781867786 *
*  3182687 *    199699 *       688 * 789580410 *
*  3183170 *    199699 *       692 * 793897269 *
*  3186708 *    199876 *       148 * 178307703 *
*  3187818 *    199876 *       155 * 186597862 *
*  3187869 *    199876 *       155 * 185919392 *
*  3189375 *    201173 *       303 * 257536454 *
*  3194199 *    199428 *       566 * 673823688 *
*  3194306 *    199428 *       566 * 673215684 *
*  3196005 *    199428 *       585 * 692926677 *
*  3196161 *    199428 *       597 * 705984013 *
*  3198661 *    202016 *       218 * 240357153 *
*  3199108 *    202016 *       221 * 244998122 *
*  3199429 *    202016 *       223 * 246555326 *
*  3200086 *    200244 *         9 *  15178671 *
*  3202575 *    200244 *        48 *  78440009 *
*  3205990 *    199429 *         4 *   3585834 *
*  3206035 *    199429 *         5 *   5813792 *
*  3207486 *    199429 *        15 *  16423082 *
*  3207927 *    199429 *        21 *  24057903 *
*  3209207 *    202075 *        31 *  49861311 *
*  3210103 *    202075 *        59 *  94350903 *
*  3213281 *    202178 *       637 * 774281361 *
*  3219878 *    199429 *        23 *  26130623 *
*  3221783 *    200525 *       484 * 639867368 *
*  3224421 *    201097 *       329 * 439820421 *
*  3231955 *    199429 *       106 * 119108964 *
*  3233042 *    199429 *       116 * 130086725 *
*  3234310 *    199429 *       126 * 140822775 *
*  3236073 *    200190 *       747 * 828115281 *
*  3238246 *    201173 *       388 * 323228223 *
*  3240377 *    199429 *       135 * 151462791 *
*  3240488 *    199429 *       136 * 152424485 *
*  3240601 *    199429 *       137 * 153418141 *
*  3245835 *    202075 *       294 * 420070122 *
*  3247509 *    202093 *       329 * 222686392 *
*  3248035 *    202093 *       336 * 226665652 *
*  3253154 *    199435 *        79 *  46770375 *
*  3253983 *    199435 *        87 *  58255612 *
*  3255883 *    200990 *       122 * 112563229 *
*  3257755 *    199435 *        85 *  55620952 *
*  3259085 *    199435 *       103 *  82995681 *
*  3262848 *    200190 *       222 * 282096999 *
*  3264247 *    200244 *       465 * 630783136 *
*  3264521 *    200244 *       466 * 631996423 *
*  3268842 *    200519 *       261 * 369053159 *
*  3269251 *    200519 *       265 * 373393081 *
*  3271820 *    200991 *       945 * 1.134e+09 *
*  3276637 *    199435 *       378 * 440549758 *
*  3276650 *    199435 *       378 * 440612618 *
*  3290790 *    200381 *       105 * 182333097 *
*  3291071 *    200381 *       107 * 186692529 *
*  3296066 *    199435 *       199 * 217514280 *
*  3297037 *    199435 *       223 * 249521821 *
*  3301868 *    199435 *       245 * 278088291 *
*  3303911 *    199435 *      1425 * 1.483e+09 *
*  3308038 *    199435 *       343 * 399865237 *
*  3308202 *    199435 *       344 * 400883905 *
*  3310431 *    201824 *       173 * 153914155 *
*  3312436 *    199435 *       278 * 320437227 *
*  3313358 *    199435 *       417 * 485819573 *
*  3315436 *    202237 *       544 * 810671171 *
