Run Event #
195303 212183149 211
195303 218721277 215
195304 38853699 27
195303 378756181 309
195304 193010598 138
195304 218559683 158
195304 479474776 375
194704 312745547 350
194704 326378118 367
194704 333876046 376
194704 457258895 502
195378 420048404 332
195378 241233927 203
195378 254021552 212
195378 269262625 222
195378 317671961 256
195378 322751313 259
195378 486561841 384
195378 544654580 430
195378 545961273 431
195378 550615778 435
195378 556322346 439
195378 556350488 439
195378 568952391 449
195378 588363802 465
195378 593260542 469
195378 784702369 637
195378 785651465 638
195378 797932082 650
195378 805865706 657
195378 808101698 659
195378 821511000 672
195378 1202692932 1084
195378 1207393218 1090
195378 1215577692 1100
195378 1223457992 1110
195378 1225000764 1112
195378 1237832973 1128
194711 271610066 309
194711 277067102 315
194711 278449749 317
194711 285523072 326
194711 290981937 332
194711 298956554 342
194711 301327460 345
194711 315323001 362
194711 340346715 392
194711 340203231 392
194711 340808593 393
194711 347222738 401
194712 266886527 373
194712 335386964 476
194912 24327459 55
194778 28914551 62
194789 60255487 43
194789 64575777 46
194789 95352251 68
194789 164492967 119
194896 51489272 34
194789 493898959 388
194789 507109592 399
194789 550127345 438
194789 554248247 442
194789 637173775 520
194825 144665775 142
194825 147189029 143
194825 183204015 163
194897 6289687 4
194897 79232623 43
194897 78215260 43
194897 16219711 9
194897 18063330 10
194912 502018041 298
194912 817547366 495
194912 817847006 495
194912 860036839 523
194912 908994140 557
194912 908834753 557
194912 708317278 423
194912 717234152 428
194912 760083274 457
194912 823329195 499
194912 1165207898 747
194912 1499761844 1037
194912 1499721546 1037
195016 141708467 119
195016 141864007 119
195016 502164869 464
194702 163417997 158
194789 28466296 21
194912 1884242397 1444
194912 1901719944 1465
195013 176339756 148
195013 406624826 278
195147 186960714 224
195147 258201811 265
195147 258787248 266
195147 264721186 269
195013 363841600 252
195013 368214879 255
195013 370460767 256
195013 380134790 262
195013 405957461 277
195013 410263296 280
195013 419273061 286
195013 420304625 286
195013 422421336 287
195013 467241948 315
195013 466285632 315
195013 595105851 398
195013 606095118 406
195013 648986769 435
195013 698004033 470
195013 697779467 470
195014 108904221 87
195014 118044423 94
195014 134859263 108
195014 120410830 96
195014 121189024 97
195014 124661718 100
195014 144804815 116
195014 132551414 106
195165 50765357 39
195165 169209073 126
195099 206619408 150
195251 124597295 67
195099 229239273 162
195099 232939883 164
195251 46578824 25
195251 76667694 41
195251 77967366 42
195304 61393253 43
195109 263902476 211
195109 264343886 211
195109 314982408 240
195109 302966795 233
195109 303433515 234
195113 214261220 164
195113 220509386 169
195113 284270913 221
195113 285834153 222
194704 138525892 148
194704 140432684 150
194704 144434849 154
194704 191412123 207
194704 212196097 231
194704 229052890 250
195147 550206125 452
195147 563697209 462
195147 566966076 464
195147 567128418 465
195147 567995143 465
195147 571958338 468
195163 69647570 92
195163 137278592 127
195163 319565712 228
195164 33547431 23
195164 36975955 25
195164 35732081 24
195164 40583503 27
195164 66312568 44
195164 84526334 57
195165 211065404 159
195165 212712655 160
195165 218384897 164
195165 229001029 173
195165 229201415 173
195304 439359110 340
195304 440691912 341
195304 631801334 504
195304 645867767 515
195251 320907268 184
195303 238923405 226
195304 118805999 83
195303 487559435 379
195303 488645398 380
195304 97703694 68
195304 244492694 178
195304 244866447 178
195304 310572174 231
195304 379675329 289
195304 388927891 296
195304 391010950 298
195304 853391812 713
195304 853161532 713
195304 1111656722 1013
195304 1237676312 1175
194704 293256084 327
194704 296170173 330
194704 367656685 411
194704 446453184 490
195113 188653795 143
195113 236365435 181
195113 294980773 230
195113 295813426 230
195378 261226013 217
195378 1124765677 991
195378 1126408309 993
195378 1140928236 1010
195378 1152561406 1024
195378 1158481948 1031
195378 1164368204 1038
195378 772294337 626
195378 823143638 674
195378 865888783 716
194711 1047201 2
194711 25021644 27
194711 33601638 37
194711 360287149 417
194711 364331326 422
194711 369663745 429
194711 374602299 435
194711 382881562 445
194711 388487133 452
194711 412581809 482
194711 428692448 503
194711 435569992 511
194711 435823188 512
194711 435759929 512
194711 448213985 528
194711 460421514 543
194711 464123023 548
194912 665302152 395
194912 681506283 405
194735 130291775 113
194735 130148364 113
194735 148983851 125
194778 77540937 89
194778 89955573 96
194778 90970778 97
194778 109898087 107
194778 124426187 115
194778 124355272 115
194789 304436772 227
195013 339130404 238
195013 340041127 238
194789 153063799 110
195013 415508841 283
194789 30227022 22
194896 107953867 62
195013 437504230 297
194789 53403651 38
194789 53516074 38
194789 92779870 66
194789 105431609 75
194789 112109028 80
194789 621859179 506
194825 63544829 97
194912 424400048 255
195109 113593639 129
195109 155823637 151
195113 154787829 116
195113 154436763 116
194897 84318361 46
194897 64086290 35
194912 158243999 119
194912 161782065 120
194912 429149677 257
194912 455087685 272
194912 461544663 275
194912 460909582 275
194912 555256755 329
195109 123991483 134
195109 137338128 141
195109 203337409 176
194912 1311479671 868
194912 1381254323 929
194912 1394309220 940
194912 1443518298 985
195016 105946636 89
195016 106703945 89
195016 377360999 336
195016 504436824 466
195016 526605711 491
195016 527691830 492
195016 545521815 513
195016 545476174 513
194912 1758433183 1303
194912 1817697583 1368
194912 1905329492 1469
195165 69672374 52
194702 187576309 183
194702 191058522 186
194702 192039607 187
194712 146627390 200
194712 441211796 595
194735 12295900 45
194735 34454187 57
194735 33689165 57
195013 211407126 166
195013 211977828 167
195013 212054461 167
195013 249922199 187
195013 245270702 185
195013 401774778 275
195013 472772935 319
195251 192426170 106
195013 654220983 439
195013 674745859 454
195013 785189438 536
195013 786102004 536
195014 155275690 125
195014 174108770 141
195014 178712906 145
195014 180838673 146
195165 109457224 81
195304 580844415 464
195304 686510478 548
195304 687280008 549
195109 183618130 166
195251 254343222 144
195099 325972287 215
195147 179525668 220
195147 178851990 220
195251 127721863 69
195251 211553680 117
195251 260076554 147
195147 696818761 558
195165 27508281 22
195165 28658539 23
195165 144090064 107
195113 243795530 188
195113 255681787 197
195113 290183201 226
195113 303309793 237
195113 307484157 240
195113 306847658 240
195113 332674002 262
195113 340720049 270
195113 351640380 280
195113 363890376 290
195113 366916664 293
195113 376381317 301
195113 395732596 318
195114 48367934 51
195304 1138462578 1047
195304 1221231096 1153
195147 539119273 445
195147 541242642 446
195251 229069652 127
195163 135645030 126
195163 169983447 144
195163 168847680 144
195163 203649360 162
195165 48382330 37
195165 91099351 68
195165 117450740 87
195251 248492054 140
195251 394866629 231
195304 342816514 258
195304 211256388 152
195303 199256733 204
195303 398556712 322
195303 401540014 324
195303 402969430 325
195303 405635258 326
195303 406998303 327
195303 417822119 334
195303 441806902 349
195303 442202343 350
195303 448873315 354
195304 317888658 237
195304 321794321 241
195304 323739090 242
195304 339157884 255
195304 386606662 294
195304 387505628 295
195304 397549845 304
195304 397834527 304
195304 444039567 344
195304 454679893 353
195304 865144213 726
195304 866334275 727
195304 870068726 731
195304 900613073 765
195304 947467321 818
195304 953890194 825
195304 1112837751 1015
195304 1114047986 1016
195378 66533907 95
195378 91314222 110
195378 68500195 96
195378 67020196 96
195378 181177011 164
195378 194425536 173
195378 216395019 187
194704 383250887 426
194704 396681856 440
194704 410078132 453
194704 415587505 459
194704 424960052 468
194704 435229336 479
194704 445233877 489
194704 455245338 499
194704 461182864 505
195378 537789183 424
195378 691617775 553
195378 692438332 554
195378 820198253 671
195378 852347223 703
195378 852708558 703
195378 875373259 725
195378 904840308 755
195378 943540987 794
195378 954523656 806
194711 90975993 100
194711 156125587 174
194711 164786236 183
194711 179696350 201
194711 490989661 583
194711 501523091 597
194711 508855232 607
194712 163939153 224
194912 1169573833 751
194912 1144589473 731
194912 1176738516 756
194789 238182526 175
194789 238033351 175
194789 159414600 115
194789 58529989 42
194778 190189105 154
194778 192507652 155
194778 230981309 179
194778 232155920 180
195013 178398352 149
194896 92539469 54
195099 100458737 97
195099 155291855 124
195099 153916906 124
194789 560994136 448
194789 560731877 448
194789 572902071 459
194789 611153456 495
194789 610825385 495
194789 661981041 544
194789 661219127 544
194825 78460692 104
194825 79718318 105
194825 99802959 115
194825 120498755 129
194825 122464146 130
194897 67038817 36
194897 132989448 73
194897 134161758 74
194897 135249863 74
194897 164363983 91
194897 169175198 94
194912 228600684 153
194912 253868941 165
194912 284764526 181
194912 526586617 312
194912 552238272 327
194912 791734963 478
194912 898503997 550
194912 906177330 555
194912 913260411 560
194912 1194613295 771
195016 12303388 11
195016 13971467 12
195016 17224944 15
194912 1512697902 1049
194912 1519945986 1056
194912 1545213943 1081
194912 1552469298 1088
194912 1561646615 1097
194912 1562644432 1098
194912 1920366144 1487
194912 1938491938 1509
194912 1985553228 1566
194912 1995525843 1578
194912 1998981129 1583
195014 60909330 48
195251 222144753 123
195251 230453104 128
195251 229338151 128
195251 268158870 152
195303 108345247 154
195099 210671708 153
195109 67322686 104
195109 66552872 104
195115 289409 1
195115 6190292 7
195112 4793441 4
195165 19088912 17
195147 148422068 203
195165 183305517 137
195165 216634112 163
195165 270871847 206
195165 272528595 207
195165 272643088 207
195165 272907824 207
195165 311434308 239
195304 256451500 187
195304 382996898 291
195113 368740841 295
195113 455321998 372
195164 5430052 4
195114 43342207 46
195147 316834862 300
195147 218710174 242
195147 287320183 282
195147 396862262 350
195251 17525072 10
194704 169986288 183
195015 6506632 6
195163 166974660 143
195163 155705950 137
195163 161858114 140
195163 185416332 153
195163 189814891 155
195163 224541817 175
195163 225022408 175
195251 52199987 28
195165 296446978 226
195303 469658082 367
195303 65471239 131
195303 97168906 148
195303 96825730 148
195303 138246480 170
195303 138831448 170
195303 447172097 353
195304 79200610 55
195304 482636652 378
195304 489628603 384
195304 494258008 388
195304 494884161 389
195304 1268398407 1216
195304 420403946 323
195304 430554148 332
195304 452708035 351
195304 873771908 736
195304 880100396 742
195304 885631126 749
195304 990565634 868
195304 991360988 869
195378 74302324 100
195378 85857102 107
195378 596933813 472
195378 633617909 503
195378 633977039 504
195378 392203280 310
194704 443612761 487
195113 382009985 306
195113 584861332 495
195113 595877670 505
195378 881399068 731
195378 931460589 782
195378 1175321807 1051
194699 76240628 62
194699 39939363 32
194699 86276738 70
194712 242649513 338
194712 244507656 340
194712 250511893 349
194790 24412936 26
194790 34630174 36
194790 40251354 42
194912 1001672058 622
194912 1009818614 628
194912 1057611387 664
194735 11796232 44
194735 12078108 44
194825 21974850 76
194825 22632252 76
194825 62096506 96
194825 142114258 141
194825 142055495 141
194789 18940685 14
194789 33642690 24
194778 136860869 122
195013 416134383 284
195013 416046545 284
195013 418748602 285
194778 49825865 74
194778 183160687 150
194778 214044078 169
194778 234987637 182
194778 268515475 202
195147 291025677 285
195147 296300497 288
195251 340019055 196
195530 329184721 216
195540 329722664 242
195552 1442676017 1251
195552 1452080739 1263
195540 193686050 161
195540 409781772 294
195540 409959042 294
195540 410732625 294
195540 410056326 294
195552 474557599 300
195552 474806792 300
195551 48633357 104
195552 42370731 24
195551 35290809 96
195551 38141109 98
195552 285732296 171
195774 147248975 75
195774 817128330 502
195552 208225454 122
195552 254661029 151
195552 295906894 178
195552 319139584 193
195552 337129690 205
195552 703784426 477
195552 741010523 508
195552 741552840 509
195552 747297051 514
195552 784364370 545
195552 809946500 567
195552 815266714 572
195552 849486200 603
195552 870465543 622
195552 1123868278 872
195552 1177997177 930
195552 1185371857 939
195552 1225935530 984
195552 1253628888 1016
195552 1393302487 1186
195552 1401709974 1197
195552 1448038128 1258
195552 1477230783 1297
195552 1625262365 1449
195552 1647019427 1472
195552 1659782614 1486
195552 1703642768 1532
195552 1774702855 1611
195552 1775698496 1612
195552 1778243059 1614
195552 1887339616 1741
195649 260403631 177
195649 270050302 184
195649 282288939 193
195649 284141609 194
195649 287633272 197
195649 326032469 225
195649 345083475 239
195658 37279073 50
195658 49821373 62
195396 117115198 104
195396 147923069 121
195530 26186061 16
195530 43996912 28
195530 59661987 37
195530 61276814 38
195915 911373985 620
195915 921639646 629
195915 986189932 686
195915 996837225 696
195915 1017774161 715
195658 39068109 52
195658 88249599 100
195658 101381809 114
195749 137077444 67
195749 200464725 100
195749 202804445 101
195774 562426378 320
195774 575266087 329
195757 327514060 200
195757 327086454 200
195775 15855947 17
195775 18907639 20
195774 208757258 108
195774 218790647 113
195774 219706944 114
195774 261256621 137
195774 395977460 216
195774 394955365 216
195774 1004753500 652
195774 1029420210 673
195774 1191250931 817
195775 25521849 27
195775 111114641 119
195930 71225146 94
195930 291623741 333
195776 266608582 326
195776 283891005 349
195776 388309137 474
195776 389123702 474
195776 321977717 401
195776 322907950 402
195776 359415232 445
195868 104052815 59
195937 4927745 6
195937 16127681 20
195937 20758715 25
195937 25915186 31
195937 51541689 62
195397 95429345 57
195929 10682893 14
195930 285221906 327
195930 291811065 334
195930 341886480 387
195397 106169500 63
195397 148425182 89
195397 125570894 75
195397 125971747 75
195397 128782432 77
195397 141579160 85
195397 308430520 193
195397 307809158 193
195397 313445150 196
195397 312829314 196
195397 327314883 206
195397 334723318 211
195397 340414951 215
195397 340446937 215
195397 351935316 223
195397 734088092 525
195397 1030019884 802
195390 53383912 65
195390 69239441 85
195390 81352934 100
195398 22520187 26
195398 23610528 27
195397 1388203756 1205
195915 612693109 381
195915 623099704 389
195915 633559408 397
195655 146478908 122
195655 190949214 161
195655 208959825 177
195398 630494918 739
195398 666856057 785
195398 666889394 786
195398 671697482 792
195398 715090306 849
195398 717353238 852
195398 762344523 912
195398 769889257 922
195398 783181137 940
195775 153695577 167
195655 393509018 348
195530 12746831 8
195552 31122552 18
195530 17465741 11
195530 218284687 139
195530 231100002 148
195530 231237750 148
195530 239160641 153
195390 243976561 311
195390 248513809 317
195390 272463463 350
195390 276809884 356
195530 313436 1
195552 841401006 596
195552 979219448 724
195552 1014832910 759
195552 1136924659 886
195552 1118311202 866
195552 1269661544 1034
195552 268847632 160
195552 398199949 246
195552 401640052 248
195649 115049648 76
195757 244977053 148
195552 310865455 187
195552 314167354 190
195552 317314166 192
195552 493049180 314
195552 508550751 325
195552 516802915 331
195552 519005635 333
195552 538187302 347
195552 895633754 645
195552 940848427 687
195552 1021527696 766
195552 1134046779 883
195552 1162105445 913
195552 1355452862 1138
195552 1544069031 1367
195649 48014069 31
195649 67149545 44
195649 67224940 44
195649 34697031 22
195649 35906586 23
195649 36937623 24
195649 96630655 63
195649 127302870 84
195649 300835897 206
195649 299938632 206
195658 12244568 17
195658 14315374 20
195658 22452009 30
195749 151760958 75
195749 257143032 129
195649 352082338 245
195757 300140850 183
195390 21449644 26
195656 176394444 195
195658 150902810 164
195658 202154674 217
195658 251377120 270
195757 204586683 123
195757 204133402 123
195757 205064661 124
195757 240294025 145
195757 241693009 146
195841 30709197 76
195841 31273705 76
195841 42876934 82
195774 322703201 173
195774 520798423 293
195774 891176016 559
195774 898429927 565
195774 785626542 478
195774 831671240 513
195774 832490108 513
195774 950933928 607
195774 1132976467 764
195774 997031380 645
195774 1115301386 748
195774 1121445270 753
195776 295433862 365
195776 298498391 369
195776 310181064 385
195776 334935603 418
195868 110360483 63
195868 120091607 69
195868 204936786 120
195868 250455316 149
195868 313621557 191
195915 301693853 171
195915 302445688 172
195915 309831766 176
195915 586497174 362
195915 392831720 229
195915 515012317 311
195915 457743982 272
195915 460591894 274
195397 716402859 509
195918 20706419 24
195919 4554068 6
195919 9064643 11
195930 465485205 525
195397 159961019 96
195397 176008833 107
195397 203376789 124
195397 365496563 232
195397 598428855 410
195397 1001149349 773
195397 1001845763 774
195397 1095705255 869
195915 249237468 140
195397 948499507 721
195397 1204418554 987
195397 1271978198 1064
195390 48272082 59
195655 13455578 11
195655 28837624 24
195655 281999123 243
195655 281594576 243
195655 299916501 260
195655 300101084 260
195655 308994360 268
195399 13964240 17
195399 38309930 47
195399 66208286 80
195399 76062640 92
195399 77999933 94
195399 78546331 95
195655 356000347 312
195775 29409666 31
195775 29227044 31
195916 153419130 160
195930 205142554 243
195530 366255468 243
195530 369435012 245
195530 451344715 307
195399 110399888 134
195399 141328331 172
195399 217496035 267
195399 258697237 320
195399 266256745 330
195552 114270127 65
195552 488823712 310
195552 562051284 365
195552 596922410 392
195552 596786865 392
195552 557137655 361
195552 556529238 361
195552 558409843 362
195552 567282082 369
195552 578826561 378
195552 876936444 628
195552 878731558 629
195552 912470666 660
195552 981992968 727
195552 1088667334 835
195552 1120797018 869
195552 1171341642 923
195552 1199277908 954
195552 1199903565 955
195552 1217066161 974
195552 1226494015 985
195552 1250480144 1012
195552 1293053644 1062
195552 1361043283 1145
195552 1482400802 1304
195552 1600280403 1424
195552 1644258159 1469
195552 1730444183 1562
195552 1725090009 1556
195552 1738275946 1570
195649 42651367 28
195649 44497068 29
195749 163410102 81
195749 164166302 81
195749 178007392 88
195774 56234268 28
195774 83816787 42
195774 397513463 217
195774 398000717 217
195655 73453806 60
195916 170795038 179
195916 188790338 198
195655 287187601 248
195655 320924991 279
195926 12758814 16
195930 385756174 435
195396 158432855 127
195396 164573532 131
195658 132167106 145
195658 142693821 155
195658 153261134 166
195658 158874866 172
195658 183059887 197
195658 196196954 211
195749 174119491 86
195749 172465955 86
195757 319601602 195
195774 241483566 126
195774 313468271 167
195918 45363702 52
195774 350789167 189
195774 356003274 192
195774 422995275 232
195774 459313032 255
195774 722530189 431
195774 1078167497 715
195774 811883264 498
195774 838298974 518
195774 873849437 545
195776 22939018 27
195776 23808905 28
195776 25687209 30
195776 33234423 38
195868 129217609 74
195868 143924037 83
195868 30069262 17
195868 29135050 17
195868 28693084 17
195868 10523602 7
195868 213636362 126
195868 228519900 135
195868 243584461 145
195868 282924235 171
195868 294276712 178
195915 479475231 286
195915 606451333 377
195915 533005824 324
195915 529189972 321
195915 909054574 618
195915 970602551 672
195915 1083375025 777
195390 131650475 164
195390 136993040 170
195390 137540357 171
195923 5277828 7
195930 491820082 555
195930 491680486 555
195930 492303403 556
195397 263404886 163
195397 171633357 104
195915 78927472 43
195397 400764895 258
195397 400844950 258
195397 411277798 266
195397 610588440 420
195397 839746899 619
195397 984247514 756
195397 999073545 771
195397 700066256 495
195397 741366702 531
195397 745741987 535
195397 1004175407 776
195397 1155700647 933
195656 29085776 31
195656 34195244 37
195390 140739529 175
195390 141291072 176
195398 795498452 957
195398 796915176 959
195398 812589074 981
195398 814447553 983
195398 822314628 994
195398 844926794 1026
195398 950294748 1178
195916 851010 1
195916 22130337 23
195530 100677974 63
195540 196228571 163
195540 220161034 176
195540 316069077 233
195540 165085974 145
195540 166740482 146
195540 262664236 201
195552 928355567 675
195552 945543310 692
195552 969658534 715
195530 139197812 87
195396 15642180 51
195540 133831832 128
195774 336411006 181
195774 369063467 200
195774 388077720 211
195749 61082930 30
195749 78177194 38
195552 583919631 382
195552 664901231 446
195552 629838672 418
195552 630781516 418
195552 634067390 421
195552 633447642 421
195552 646671224 431
195552 698529140 473
195552 930862555 678
195552 934766241 681
195552 1000561272 745
195552 1012137545 757
195552 1012702235 757
195552 1305014999 1076
195552 1325960642 1101
195552 1421878916 1223
195552 1759919287 1594
195552 1852018762 1699
195649 161623088 107
195649 230525061 156
195757 43661541 25
195757 116817673 72
195757 129279351 79
195655 68924096 57
195655 80798913 66
195655 113424375 94
195655 297261529 257
195655 335985052 293
195655 353565216 310
195655 391989514 347
195655 394230753 349
195655 423551544 378
195655 424608228 379
195655 425521257 380
195656 42396446 46
195656 46288107 50
195656 47295793 51
195656 55381927 60
195656 56646119 61
195656 66968826 72
195656 66584479 72
195656 69567417 75
195656 81574948 88
195396 160861264 128
195530 40717749 26
195551 26799853 92
195551 26786744 92
195552 170347690 99
195552 213228059 125
195397 4799131 3
195397 368091810 234
195397 451832983 295
195774 454479668 252
195774 456457287 253
195774 455822296 253
195774 695721733 412
195774 695684800 412
195774 2843355 2
195774 264586037 139
195916 192468957 202
195774 59491513 30
195774 61143667 31
195774 67322104 34
195774 427767435 235
195774 430648180 237
195774 1033642580 676
195774 820615962 504
195774 875550647 547
195774 880233799 550
195774 885544155 555
195774 894754597 562
195774 895613961 563
195774 918958667 581
195776 56712844 66
195776 79982022 93
195776 83516761 97
195868 16583528 10
195868 18002998 11
195868 20964937 12
195868 21107169 12
195868 22893390 13
195868 46737047 27
195868 242116735 144
195937 189052447 233
195937 236180257 293
195915 502568848 302
195915 539388956 328
195915 597181739 370
195915 923940783 631
195915 901454159 612
195915 901989132 612
195915 905538521 615
195915 916803149 625
195915 918394894 626
195915 933690081 640
195915 948660468 653
195915 950668702 655
195915 953047904 657
195915 963571720 666
195915 963717063 666
195397 66955005 40
195397 90688320 54
195915 219288893 122
195937 386590 1
195937 17896843 22
195937 71544687 86
195937 77374423 94
195397 181669211 110
195397 899908572 675
195397 901500430 676
195397 901174678 676
195397 391519449 251
195397 466169549 306
195397 479096604 317
195397 506960050 338
195397 516636285 345
195397 517151616 346
195397 522214003 350
195397 543561845 366
195397 666692385 467
195397 781773390 567
195397 1126911752 902
195397 1168470403 947
195397 1194787753 976
195397 1211706027 995
195397 1212318744 996
195397 1214719285 999
195397 1236073095 1023
195397 1238679203 1026
195397 1239929020 1027
195397 1244021791 1032
195398 79587703 100
195398 79622113 101
195398 177292572 221
195398 278352377 327
195398 293871259 343
195398 392740454 452
195398 392898540 453
195398 393039202 453
195390 158885951 199
195390 160382669 201
195390 230010044 293
195390 237283724 302
195655 538829837 495
195399 295714293 368
195916 82511109 84
195530 151593167 95
195530 170760913 108
195530 174213533 110
195530 401656269 270
195530 408191446 275
195530 560952575 395
195540 171751589 149
195540 433926819 310
195540 240813030 188
195552 204836 1
195552 7153033 5
195552 68811495 39
195552 68956494 39
195552 140695792 81
195552 89466768 51
195552 300531067 181
195552 302595118 182
195552 328954604 199
195552 328080286 199
195647 22133655 14
195647 21900311 14
195749 117360942 58
195530 112766638 70
195396 25202451 55
195552 607269572 400
195552 621111014 411
195552 654604703 437
195552 654911833 438
195552 657243363 440
195774 483586460 270
195552 1365662647 1150
195552 1439655484 1247
195552 1440288926 1248
195552 1831345470 1675
195649 192625213 129
195749 229865777 115
195649 208345037 140
195649 208582739 140
195649 211139845 142
195757 46603870 27
195655 219084300 186
195655 233640585 199
195655 234802722 200
195655 245597694 210
195655 269601821 232
195655 277156575 239
195655 296463147 256
195655 369485144 325
195655 436974091 391
195655 450796211 405
195655 464403025 419
195656 71476907 77
195656 114820740 125
195656 119395133 130
195656 143852167 158
195656 209036983 233
195915 755950173 491
195658 238654973 256
195658 241758329 260
195658 249735233 268
195658 266271396 286
195658 266668977 286
195658 271846995 292
195658 311962377 335
195397 68179709 41
195397 68255048 41
195397 68913707 41
195915 105370675 57
195915 106341699 58
195915 111831344 61
195915 119817348 65
195915 138328944 75
195774 80241559 40
195774 33715307 17
195774 53095273 27
195774 74192557 37
195774 356637050 193
195774 356317197 193
195774 501355727 281
195774 503044238 282
195774 554111159 315
195774 809810630 496
195774 809474322 496
195774 883911471 553
195774 1044834383 686
195774 1049073779 690
195774 953268656 609
195774 955664946 611
195774 982893657 633
195774 1000686300 648
195774 1010802627 657
195774 1012819195 659
195774 1063441905 702
195776 146124981 173
195776 214965151 259
195868 27641855 16
195868 36435727 21
195868 36836785 21
195868 183979359 107
195868 309603211 189
195915 73820173 40
195915 90599155 49
195915 90012182 49
195915 89920991 49
195915 686886267 437
195915 617739957 385
195915 684559049 435
195915 685021284 435
195915 702377581 449
195915 702570321 449
195915 971726781 673
195915 979095512 680
195915 981464601 682
195915 989754508 689
195915 990914052 690
195926 25473693 31
195926 25018933 31
195930 137920698 175
195930 384405158 434
195930 398085760 449
195930 399928669 451
195930 400776040 452
195930 411165621 463
195397 188387182 114
195397 188699538 115
195397 192619893 117
195397 209228369 128
195397 216066689 132
195397 246157759 152
195397 279876505 174
195915 42567011 23
195397 389564681 250
195397 406432554 262
195397 420573981 272
195397 456838146 299
195397 466825807 307
195397 483297794 320
195397 711641237 505
195397 833849903 613
195397 889745656 665
195397 927272726 701
195397 977852271 750
195397 977897554 750
195397 980356225 752
195397 980304458 752
195397 1057657587 830
195656 125930353 137
195915 393603007 230
195399 20746807 25
195399 21845357 26
195399 202317831 248
195398 444325585 512
195398 469551692 542
195398 485771854 561
195398 492266511 569
195398 503396121 582
195398 886382604 1085
195398 954433983 1184
195398 991027904 1239
195398 1096566019 1373
195398 1520991316 1776
195390 163978801 205
195390 267223433 343
195390 273142666 351
195399 148128330 180
195399 210575912 258
195399 224800629 276
195399 225334503 277
195530 158764849 100
195530 237246698 152
195530 236946078 152
195530 516328339 359
195530 521915820 363
195530 567382549 400
195530 484715136 334
195530 488409314 337
195917 2375473 3
195917 2747126 4
195917 2697460 4
195774 189480464 97
195774 194571060 100
195774 195177375 100
195774 243742693 127
195774 269429076 142
195540 255383284 197
195551 44461486 102
195552 207374028 121
195552 211108427 124
195552 29194906 17
195774 255203246 134
195774 293064445 155
195774 779497750 473
195552 778402467 540
195552 786930408 547
195774 328154668 176
195552 387913700 239
195552 390754100 241
195552 407377733 253
195552 411286210 255
195396 86587358 88
195396 51453454 69
195398 304936368 355
195552 992067770 737
195552 1027336600 772
195552 1055352262 800
195552 1090067648 836
195552 1328679052 1105
195552 1357358151 1140
195552 1405679625 1202
195552 1564018643 1387
195552 1679284369 1506
195552 1789576639 1627
195552 1835578214 1680
195552 1884512677 1737
195552 1884262019 1737
195552 1894512408 1749
195649 316624193 218
195749 232563947 116
195749 233601902 117
195749 233625905 117
195655 138832577 115
195655 341073212 298
195655 346126657 303
195775 65145754 69
195926 2187748 3
195930 13178101 17
195930 15900699 21
195656 94576713 102
195656 101373081 110
195656 107100384 116
195656 134157589 147
195656 138093887 151
195656 138786116 152
195658 318995073 343
195658 339563480 365
195749 57681056 28
195749 58572339 28
195774 213469826 110
195749 237452441 119
195757 30847299 18
195757 134904054 82
195758 11406634 8
195774 155944520 79
195774 155989191 79
195774 344601134 185
195774 718372012 428
195397 560241559 380
195397 1009458474 781
195915 488958877 293
195774 628136173 365
195774 408920358 224
195774 411314550 225
195774 568130827 324
195774 642703121 375
195774 924380723 585
195774 967731259 621
195774 971916794 624
195774 973046496 625
195774 1019522558 664
195774 1017813486 663
195774 1036226147 679
195774 1042024625 683
195774 1066085349 704
195774 1071078520 709
195774 1107713439 741
195774 1132086973 763
195776 39746379 46
195776 40449788 47
195776 53376032 62
195776 59689919 69
195776 73514943 85
195776 76120814 89
195776 77206216 90
195776 99379390 116
195868 37959586 22
195868 38073022 22
195868 73958264 42
195868 74887054 43
195868 43101387 25
195868 89234418 51
195868 90239472 51
195915 142217598 78
195915 204870327 113
195915 650238764 409
195915 669043781 423
195915 668168111 423
195915 707767493 453
195915 707719829 453
195915 993868881 693
195915 1011187262 709
195915 1019408428 716
195915 1023831267 720
195915 1109401646 802
195929 23016994 29
195930 41217364 54
195930 83484765 110
195930 109047764 145
195930 161655924 198
195937 95737413 116
195937 101825212 123
195937 115286701 140
195937 116657138 142
195937 124145209 151
195397 418689010 271
195397 898706899 674
195397 903406724 678
195915 194432396 107
195656 78727673 85
195656 78604799 85
195656 78300349 85
195656 151012491 166
195656 163268773 180
195397 1155864772 934
195397 1163258414 942
195397 1182783100 963
195397 1246592006 1035
195397 1265690947 1057
195398 41492262 51
195398 50293409 62
195398 426569400 491
195398 452733079 522
195398 455422344 525
195398 463140271 534
195398 501240599 579
195398 908563041 1117
195398 912370389 1122
195398 929862841 1148
195398 937965860 1160
195398 1016772025 1279
195398 1041597969 1316
195398 1082362976 1358
195530 208630238 133
195530 210919595 134
195530 212946706 135
195530 235256165 151
195530 264942907 171
195530 271141068 175
195530 272557544 176
195655 26627662 22
195540 437670608 312
195540 437789752 312
195916 126867409 131
195916 186250458 195
195649 348756644 242
195757 320926920 196
195774 859185746 534
195552 498571290 318
195552 101549289 58
195552 135994576 78
195552 137880179 79
195552 155765301 90
195552 162583561 94
195552 375875835 231
195552 435661370 272
195647 28528734 18
195552 659009283 441
195552 664588289 445
195552 777032300 539
195649 12515023 8
195396 60854287 74
