Run Event #
199608 1529881436 1447
199608 1535731872 1454
199703 3611087 4
199703 32450402 35
199703 48147532 52
199703 50278253 54
199739 63295273 94
199739 65020712 96
199739 69157054 99
199739 77283485 104
199739 77118798 104
199739 82826237 108
199739 93112060 115
199739 93777541 115
199739 94964145 116
199739 95990916 117
198955 1074102794 987
198955 1081753146 996
198955 1081881133 996
198955 1083239971 997
198955 1090050903 1005
198955 1091980489 1007
198955 1094435570 1010
198955 1094071236 1010
198955 1096461148 1012
198955 1109774855 1027
198955 1111062325 1029
198955 1114749122 1033
198955 1116474672 1035
198955 1120251847 1039
199754 405654841 379
199754 499408384 478
199754 518648247 499
199754 530838396 513
199754 536297994 519
198955 1280287456 1230
198955 1296828508 1250
198955 1308541477 1265
198955 1312976429 1270
198955 1312606176 1270
198969 349247712 262
198969 365451130 274
198969 373178719 280
198969 374821776 281
198969 503545715 386
198941 213385867 185
198941 214421180 186
198941 218045195 188
198941 248311710 208
198941 248914534 208
198941 261414813 216
198941 263975387 218
198941 265050294 219
198941 275474384 226
198941 277153185 227
198941 279248014 228
198941 279209320 228
198941 286318617 233
198941 298899618 241
198941 301643068 243
198941 304619093 245
198941 308489762 248
198941 309016566 248
199008 144372753 137
199008 154710417 143
199008 164368761 150
199008 168115329 152
199008 172313827 155
199008 138040167 133
199008 195346015 170
199008 195729634 171
199008 201042499 174
199008 206533961 178
199008 136136351 131
199008 141271900 135
199008 145766043 138
199008 157698272 145
199008 166434154 151
199008 724515954 594
199008 741290478 609
199011 8104188 8
199011 19907468 20
199011 21193904 21
199021 592996741 484
199021 595163860 486
199021 612248741 501
199021 612299569 501
199021 614172105 503
199021 484242763 392
199021 484989125 393
199021 485338523 393
199021 485501985 393
199021 490887269 397
199021 492213428 398
199021 498346191 404
199021 500249613 405
199021 503300056 408
199021 511747094 415
199021 512149167 415
199021 512044580 415
199021 1146935730 992
199021 1177915274 1023
199021 1178243430 1023
199021 1185893005 1031
199021 1201103380 1046
199021 1553361432 1429
199021 1560131683 1437
199021 1560807048 1438
199021 1573911770 1454
199021 1584080486 1466
199319 129204964 80
199319 149646892 93
199319 153693102 95
199319 207805132 131
199319 212523379 134
199319 175122004 109
199319 175912180 110
199319 312737959 204
199319 316274822 206
199319 315620044 206
199319 282499756 182
199319 336250360 221
199319 199180028 125
199319 345403058 227
199319 347943225 229
199319 349736474 230
198955 83268203 66
198955 83509702 67
198955 88226678 70
198955 90212386 72
198955 90153901 72
198955 93118853 74
198955 95308251 76
198955 107030694 85
198955 114007589 91
198955 114840176 92
198955 97658058 78
198955 107566484 86
198955 116206287 93
198955 125242948 100
198955 126631322 101
198955 127807791 102
198955 138326376 111
199336 104208471 105
199336 113598550 114
199336 183890198 188
199336 198072449 203
199336 508068027 560
199336 516912187 571
199336 522803384 578
199336 529307055 586
199336 537594428 597
199336 538472056 598
199409 975935658 831
199409 984588431 840
199409 994997939 850
199409 996229332 851
199409 1000258129 855
199409 776386700 648
199409 786757286 657
199409 792641693 662
199409 681199723 558
199409 709751821 586
199409 715952349 592
199409 717672809 594
199409 720007203 596
199409 727063047 604
199409 727092799 604
199409 1154149198 1013
199409 1156674020 1016
199409 1252161059 1120
199409 1260897009 1130
199409 1266774664 1137
199409 1277940029 1150
199409 1305695721 1182
199428 371312665 293
199428 371247017 293
199428 377209932 298
199428 391280762 309
199428 396720997 313
199428 398030453 314
199428 397264065 314
199428 402118447 318
199428 413074898 327
199428 479225206 388
199428 480237005 389
199435 81612422 102
199435 128906690 135
199435 87353337 106
199435 91258209 109
199435 96864122 113
199435 147597012 148
199435 153124558 152
199435 153987798 153
199435 159523939 157
199435 168227248 163
199435 168263438 163
199435 170393800 165
199435 176279404 169
199435 185864835 176
199435 409583764 351
199435 440370880 378
199435 563443281 487
199435 578995259 502
199435 586068600 508
199435 471212136 404
199435 471844796 405
199435 475740107 408
199435 496080731 426
199435 496091332 426
199435 548395309 473
199435 554999821 479
199435 558111532 482
199435 592329653 514
199435 1247610727 1148
199435 1545235651 1503
199435 1555765634 1516
199435 1558137007 1520
199435 1566504493 1530
199435 1575752816 1542
199435 1578085853 1545
198941 77615129 102
198941 78723715 103
198941 79956475 104
198941 88674926 109
198941 91087267 110
198941 101660635 116
198941 123559715 130
198941 125064308 131
198941 116135244 125
198941 116190644 125
198941 133438437 136
198941 159044565 151
198941 179088563 164
198941 179425195 164
198941 182861493 166
198941 183151253 166
199569 140827149 114
199569 261005345 219
199569 275785416 232
199569 276555579 233
199569 281065894 237
199569 417424914 365
199569 1997649 2
199569 14831259 12
199569 18303436 15
199569 23459223 19
199569 25220842 20
199569 27383117 22
199569 27593417 22
199571 126162440 112
199571 129864752 115
199571 158852747 141
199571 162612004 145
199571 164847464 147
199571 165512174 147
199571 169028094 151
199571 170110495 151
199571 135870131 120
199571 214554279 193
199571 230366461 208
199571 236490218 214
199571 239252912 216
199571 243616384 220
199571 246641361 223
199571 247447581 224
199572 54658258 62
199572 54426709 62
199572 55977328 63
199572 67485165 76
199572 67463689 76
199572 70576463 80
199572 74761184 85
199572 77750852 88
199572 87175791 99
199608 75645792 96
199608 77872935 97
199608 79322925 98
199608 98136902 110
199608 105514547 115
199608 106393573 116
199608 109450965 118
199608 156104240 150
199608 157276349 150
199608 156614110 150
199608 567566568 475
199608 568982002 476
199608 579538974 486
199608 580724750 487
199608 605913894 511
199608 667518642 569
199608 672078212 573
199608 671653895 573
199608 674490931 575
199608 673876293 575
199608 675297337 576
199608 678393480 579
199608 687902473 588
199608 1101291756 970
199608 1101281544 970
199608 1107730200 977
199608 1119754247 989
199608 1128546146 998
199608 1131797969 1001
199608 1139629208 1009
199608 1146824284 1016
199608 1545525872 1467
199608 1551076413 1473
199608 1557097070 1481
199608 1562007637 1487
199608 1564431937 1490
199608 1574210277 1502
199608 1578830804 1508
199608 1579461048 1509
199608 1582990836 1513
199608 1587367875 1519
199608 1588346229 1520
199703 55070357 59
199703 60387901 65
199703 65409914 71
199703 68542987 74
199703 74394291 81
199703 85383085 93
199703 98898036 108
199703 101029818 110
199703 102423251 112
199703 102676267 112
199703 105507576 115
199751 56261459 127
199751 27491109 107
199751 29437375 109
199751 38091995 115
199751 41249885 117
199752 12727594 10
199752 15165842 12
199752 19168731 15
199752 38697506 31
199754 73535052 64
199754 97179395 85
199754 98967357 86
199754 103463493 90
199754 110977011 97
199754 147872992 130
199754 149766990 131
198955 1127879737 1048
198955 1127912444 1048
198955 1138776863 1061
198955 1140917239 1063
198955 1176610075 1105
198955 1177781720 1106
198955 1177349016 1106
198955 1222558411 1160
198955 1238131226 1178
198955 1244012526 1185
198955 1253753127 1197
198955 1256492675 1201
198955 1256585732 1201
198955 1268640806 1215
198955 1270818598 1218
198969 384421989 289
198969 387469081 291
198969 408659215 308
198969 419438151 316
198969 420450578 317
198969 425646880 321
198969 433591118 328
198969 438720417 332
198969 1038088418 875
198969 1038577737 876
198969 1047550565 884
198969 1047106002 884
198969 1061525806 897
198969 1073037495 908
198969 1073753734 909
198969 1074678692 910
198969 1098956556 933
198969 1103535297 937
198969 1104859871 939
198969 1105715749 939
198969 1106181115 940
198969 1110075766 944
198969 1126176267 959
198954 96565026 110
198954 106367582 116
198954 111163678 119
198954 115168906 122
198954 101944956 114
198954 119411156 125
198954 143636689 141
198954 122312206 127
198954 297980781 249
198954 304145118 253
198954 305473624 254
198954 305777285 254
199021 25806165 59
199021 28116807 61
199021 30718346 62
199021 34422636 64
199021 45382135 71
199021 44783942 71
199021 45759945 72
199021 50530065 75
199021 57233325 79
199021 58048647 79
199021 62806025 83
199021 273956951 228
199021 273679449 228
199021 283040996 235
199021 536664956 436
199021 555328547 451
199021 555204412 451
199021 558199869 454
199021 562035556 457
199021 571325902 465
199021 573491696 467
199021 573478243 467
199021 1037992211 888
199021 1167438406 1012
199021 1238510739 1083
199021 1238062546 1083
199021 1243804406 1089
199021 1246761624 1092
199021 1249670437 1095
199021 1256752330 1102
199318 31804769 66
199318 56413885 79
199318 56905954 79
199318 58055869 80
199318 67546933 85
199318 74813875 89
199318 117821822 113
199318 138521673 124
199318 151463453 132
199318 154522553 133
199318 59829719 81
199318 66067371 84
199318 69104789 86
199318 157500746 135
199318 156705091 135
199318 157814179 135
199318 81517080 92
199318 99763450 103
199318 106632019 106
199318 105569092 106
199318 119831178 114
199318 120925940 114
199318 127434213 118
199318 127214867 118
199319 412272923 277
199319 423692135 286
199319 423827024 286
199319 425282577 287
199319 378059188 251
199319 443239299 300
199319 447064436 303
199319 450125626 306
199319 234267272 149
199319 277257656 179
199319 290683921 188
199319 293380616 190
199319 298018914 193
199319 727747844 541
199319 729997086 543
199319 755203082 566
199319 760363942 571
199319 764051848 574
199319 770334833 580
199319 769939285 580
199319 777037625 586
199319 780076752 589
199319 786643172 595
199319 790172691 599
199319 801960075 610
199319 807235936 615
198955 139174738 112
198955 141395696 113
198955 142232816 114
198955 143286062 115
198955 161609355 130
198955 164041946 132
198955 166060024 134
198955 171937558 139
198955 174565209 141
198955 178523524 144
198955 179956702 146
198955 196295271 160
198955 214561546 175
198955 222415909 182
198955 229995170 189
198955 239633666 197
199336 597966691 673
199336 601423363 677
199336 612389278 691
199336 623625814 706
199336 629748225 713
199336 629410925 713
199336 634157546 719
199409 201079026 147
199409 206720547 151
199409 207446351 151
199409 206268742 151
199409 215473524 157
199409 221019427 161
199409 223817138 163
199409 288391920 212
199409 290441803 214
199409 294106411 216
199409 294187790 217
199409 299816753 221
199409 302576685 223
199409 791301151 661
199409 813432910 681
199409 818276811 685
199409 824497568 691
199409 826027850 692
199409 831268375 697
199409 834903055 700
199409 797242446 667
199409 849506111 713
199409 853287556 716
199409 868884362 731
199409 870948311 732
199409 878585066 739
199409 1179179725 1040
199409 1184338509 1045
199409 1211803630 1076
199409 1239482331 1106
199428 398756385 315
199428 584736927 482
199428 589260602 486
199428 596070909 492
199428 600819269 497
199428 602033725 498
199428 605368818 501
199428 424883863 337
199428 426733084 338
199428 431302594 342
199428 433932619 345
199428 440120845 350
199428 443827376 353
199435 104504680 118
199435 105919004 119
199435 165820976 161
199435 208941904 193
199435 258804811 230
199435 380565028 327
199435 381912840 328
199435 382076881 329
199435 388560491 334
199435 397887274 342
199435 405890351 348
199435 646475590 567
199435 697113439 612
199435 709427887 623
199435 715786916 628
199435 707051540 621
199435 773242393 678
199435 785264683 688
199435 792259434 694
199435 803430626 704
199435 1048500408 937
199435 1061866985 951
199435 1062526198 952
199435 1080775579 970
199435 1091735352 981
199435 1092546757 982
199435 1435894831 1366
199435 1487200000 1430
199435 1488079815 1431
199435 1493909537 1438
199435 1493452558 1438
199435 1499198664 1445
199435 1502301823 1449
199435 1508405516 1456
199435 1525464075 1478
199435 1532740281 1487
198955 589462292 506
198955 726271879 630
198955 742372468 646
198955 746091363 649
199571 274627301 250
199571 344690246 318
199571 346004980 319
199571 347167848 320
199571 348278697 322
199571 351863969 325
199571 354135528 327
199571 365572269 339
199571 368051984 341
199571 368395041 342
199571 381209050 354
199571 381489635 355
199572 98286368 112
199572 115999668 132
199572 115610455 132
199572 122569027 140
199572 138814187 159
199572 147034940 169
199572 150584958 173
199608 124909035 128
199608 127625741 130
199608 129676662 132
199608 130791320 132
199608 131500756 133
199608 133934920 134
199608 140957262 139
199608 171944342 161
199608 174302861 162
199608 178679974 166
199608 179328093 166
199608 183606042 169
199608 183765259 169
199608 189117819 173
199608 228056757 201
199608 368953753 307
199608 375946729 313
199608 377519151 314
199608 378272410 315
199608 405387873 337
199608 405789338 337
199608 696933896 597
199608 699401450 600
199608 700638293 601
199608 701629033 602
199608 704838215 604
199608 714321653 612
199608 734101854 629
199608 741021184 634
199608 793649747 680
199608 794585480 680
199608 1191874311 1064
199608 1204331240 1077
199608 1208410062 1081
199608 1217075820 1090
199608 1235132791 1110
199608 1656327404 1608
199608 1667522006 1623
199608 1667564494 1623
199608 1678830498 1638
199608 1679916943 1639
199608 1684399112 1645
199608 1693682503 1658
199703 110944354 121
199703 177788923 197
199703 177755035 197
199703 181998457 202
199703 189293200 210
199703 199898599 223
199703 202810936 226
199703 216506075 242
199703 218073890 244
199752 40874784 32
199752 50264618 39
199752 52371270 41
199752 58772697 46
199752 63546562 49
199752 62755150 49
199752 76367962 59
199752 67497086 52
199752 316640235 259
199752 358064940 297
199752 359550905 298
199752 360915183 299
199752 361404717 300
199752 365904206 304
199752 372852766 310
199752 383970398 320
199752 386174945 322
199754 155849336 137
199754 168286734 148
199754 173786724 153
199754 173526510 153
199754 200224066 178
198941 227606056 194
198941 241814270 204
198941 242703891 204
198941 257957464 214
198941 172447529 160
198941 176841846 162
198941 187233110 169
198941 193763403 173
198941 200145349 177
198941 204196138 180
198941 128127252 132
198941 320803821 256
198941 325564166 259
198941 324304715 259
198941 332881707 264
198941 336803878 267
198941 336706248 267
198941 340547386 270
198941 340362350 270
198941 345286362 273
198955 1349809696 1317
198955 1363036396 1334
198955 1363457841 1335
198955 1372289167 1346
198955 1384630312 1362
198969 432638469 327
198969 444064280 336
198969 492611822 376
198969 535835345 413
198969 540832787 417
198969 541300613 418
198969 541205668 418
198969 552719516 427
198969 1141259356 974
198969 1145864215 978
198969 1159804921 992
198969 1162161785 994
199008 219702966 187
199008 220342037 187
199008 225182823 190
199008 228920246 193
199008 230759317 194
199008 230076012 194
199008 258950597 214
199008 261807807 216
199008 269910789 222
199008 269867459 222
199008 273100210 224
199008 273453190 224
199008 283692262 231
199008 290668975 237
199008 294522423 239
199008 300890776 244
199008 302550042 245
198954 156590571 149
198954 156238378 149
198954 157415297 150
198954 170439971 159
198954 179142318 165
198954 191482492 173
198954 193740727 174
198954 203444987 181
198954 217123644 191
198954 217442926 191
199021 624146050 512
199021 624121497 512
199021 625555953 513
199021 631016072 518
199021 640006393 526
199021 645538505 531
199021 645927921 531
199021 644139506 530
199021 655783656 542
199021 666757751 552
199021 667934424 553
199021 670798918 556
199021 675022746 560
199021 675834721 560
199021 674943465 560
199021 1264429583 1110
199021 1272322159 1118
199021 1274927436 1121
199021 1278187551 1124
199021 1277413272 1124
199021 1284391910 1131
199021 1289233578 1136
199021 1295742853 1143
199318 76923681 90
199318 122075032 115
199318 124463142 116
199318 123161343 116
199318 129048108 119
199318 114928838 111
199319 1513709 1
199319 5379882 4
199319 7582805 5
199319 22380887 14
199319 26204638 16
199319 27662951 17
199319 28410490 18
199319 66217532 41
199319 74765773 46
199319 219791354 139
199319 230524886 146
199319 229546530 146
199319 231911462 147
199319 232185706 147
199319 240998344 154
199319 249438957 159
199319 248581422 159
199319 321839344 210
199319 332185633 218
199319 332783379 218
199319 333690074 219
199319 333691980 219
199319 333280613 219
199319 334918994 220
199319 335123696 220
199319 337460946 222
199319 283616264 183
199319 353608604 233
199319 352906203 233
199319 361049966 239
199319 362620653 240
199319 364438580 241
199319 365789236 242
199319 371770355 247
199319 835419959 642
199319 847343044 653
199319 850900936 656
199319 854235693 660
199319 862608456 668
199319 864911493 670
199319 865511963 671
199319 869774093 675
199319 874667045 680
199319 875698147 681
199319 876191773 681
199319 876036374 681
199319 877355030 682
199336 294221030 309
199336 298647563 314
199336 302988783 318
199336 304438805 320
199336 311246028 328
199336 313285270 330
199336 316258094 334
199336 325032485 343
199336 328026807 347
199336 336145300 356
198955 148760810 120
198955 237684106 196
198955 271854348 226
198955 153152355 123
198955 261752549 217
198955 280459900 234
198955 282517849 235
198955 298739687 250
198955 299191697 250
198955 300915358 252
199409 233230343 170
199409 238389942 174
199409 240738234 176
199409 241791843 177
199409 242422844 177
199409 241807260 177
199409 246510414 180
199409 505759196 393
199409 512810559 399
199409 527764586 413
199409 534809711 419
199409 535727663 420
199409 544719006 428
199409 558943677 441
199409 1400207820 1294
199409 1400234888 1294
199409 887327821 747
199409 891575217 751
199409 904622573 763
199409 903909768 763
199409 927892859 785
199409 929846584 787
199409 944298452 801
199409 1279677240 1152
199409 1311152852 1188
199409 1329194428 1209
199409 1339654776 1221
199409 1357849233 1243
199409 1358172894 1243
199409 1358987392 1244
199409 1364284894 1251
199409 1364627844 1251
199428 501196283 407
199428 507456193 413
199428 512998476 418
199428 516563538 421
199428 516798349 421
199428 521891918 426
199428 530661827 433
199428 532523062 435
199428 536441236 439
199428 552227597 453
199435 121633327 130
199435 140344771 143
199435 325723832 283
199435 333986565 289
199435 334073361 289
199435 340350043 294
199435 347785550 300
199435 413136732 354
199435 429422376 368
199435 432209514 371
199435 606558287 528
199435 617730745 538
199435 629195614 550
199435 629528902 550
199435 639008692 559
199435 640278369 560
199435 647521483 568
199435 652317470 572
199435 655626678 575
199435 668479811 588
199435 670991625 590
199435 670402887 590
199435 1234176238 1133
199435 1238534521 1138
199436 9026943 13
199436 12562878 17
199436 18533948 25
199436 22561846 31
199436 31088384 42
199436 33093384 45
199436 58598771 80
199569 30945992 25
199569 34827824 28
199569 38919774 31
199569 45493697 36
199569 46371678 37
199569 55034430 44
199569 38305373 30
199569 64028895 51
199569 73174801 58
199569 73754449 59
199569 79584542 63
199569 81777082 65
198955 630538966 542
198955 637013391 548
198955 638144552 549
198955 686258983 593
198955 691901744 598
198955 702280326 608
199572 103214626 118
199572 104087240 119
199572 171846634 199
199572 182900243 212
199572 186290075 216
199572 199328920 232
199572 199336018 232
199572 255543360 303
199572 256817967 304
199572 265116358 315
199608 235663263 206
199608 237680636 208
199608 244372959 212
199608 244863919 213
199608 246287379 214
199608 242864949 211
199608 260555831 224
199608 371597494 310
199608 389306119 324
199608 394254955 328
199608 249171664 216
199608 251759695 218
199608 253265029 219
199608 260977991 225
199608 265571743 228
199608 266309025 229
199608 745633499 638
199608 1597862069 1532
199608 1696825534 1662
199608 1716355529 1688
199608 1720797879 1694
199608 1720883907 1694
199608 1726458905 1702
199608 1728955674 1705
199608 1734585898 1713
199608 1737785044 1717
199608 1237893231 1113
199608 1241637801 1117
199608 1256992281 1133
199608 1277778846 1156
199608 1283073079 1162
199608 1284926363 1164
199608 1290617467 1170
199608 1754335317 1740
199608 1760722312 1749
199608 1763709730 1753
199608 1764531334 1754
199608 1775549337 1769
199608 1783231032 1780
199608 1804576732 1810
199608 1806645268 1813
199703 402217631 474
199703 402969331 475
199703 404044466 476
199703 405569303 478
199703 406512555 479
199703 419278064 496
199703 423447331 502
199703 425174653 504
199703 432579472 514
199752 32932661 26
199752 240806765 193
199752 357722950 296
199752 371918327 309
199752 115210709 89
199752 119332906 93
199752 120853534 94
199752 123818937 96
199752 130004429 101
199752 147981148 115
199752 152133516 119
199752 243926690 195
199752 244847037 196
199754 140920901 123
199754 144133328 126
199754 240904723 215
199754 251211953 225
199754 258002559 231
199754 258140173 232
199754 262999506 236
199754 264242017 237
199754 274453932 247
199754 277722068 251
199754 570603111 558
199754 580222584 568
199754 584265928 573
199754 595059756 585
198955 1436757211 1431
198955 1439373303 1434
198955 1440565934 1436
198955 1452155211 1453
198955 1460413210 1464
198955 1486998461 1500
198969 861980549 718
198969 884021196 737
198969 893618707 745
198969 894466579 746
198969 896505582 748
198969 906730735 757
198969 506391783 388
198969 508446935 390
198969 510056486 391
198969 509981354 391
198969 526358648 405
198969 1172074363 1004
198969 1209127508 1041
198969 1221848403 1054
198969 1230874044 1063
199008 311354926 252
199008 312325955 252
199008 312214959 252
199008 361111587 288
199008 477492505 377
199008 479827449 379
199008 551589255 438
199008 552299196 438
199008 562696835 447
199008 564429536 448
199008 509399577 403
199008 512286136 405
199008 516588794 409
199021 76894665 92
199021 81019752 94
199021 87805874 99
199021 91228675 101
199021 97439793 105
199021 101068593 107
199021 99969333 107
199021 99735322 107
199021 105034694 110
199021 106180097 111
199021 106686902 111
199021 109641248 113
199021 112962843 115
199021 111914283 115
199021 135635214 131
199021 143220931 136
199021 151739698 141
199021 152683486 142
198954 226353919 197
198954 231493161 201
198954 235448756 203
198954 244837274 210
198954 258599766 220
198954 262126597 223
198954 263696171 224
198954 265471003 225
198954 271642359 229
198954 285576868 240
198954 289067191 242
198954 290515047 243
198954 313288724 260
198954 316628599 262
198954 328073131 271
198954 334462878 276
198954 335689898 276
199021 1156211265 1001
199021 1159086053 1004
199021 1160010267 1005
199021 1190123552 1035
199021 1208039849 1053
199021 1215333986 1060
199021 1227384978 1072
199021 1235697069 1081
199319 38661382 24
199319 45141248 28
199319 45024727 28
199319 48658660 30
199319 50242443 31
199319 56023210 34
199319 57840344 35
199319 73865094 45
199319 73787341 45
199319 77910370 48
199319 89630088 55
199319 90924816 56
199319 91956633 56
199319 99719506 61
199319 99043920 61
199319 94840985 58
199319 94505516 58
199319 95115745 58
199319 98410737 60
199319 101492710 62
199319 106423953 65
199319 109551935 67
199319 112936847 69
199319 117560874 72
199319 683463048 501
199319 685879036 503
199319 698431109 514
199319 699678407 516
199319 714172893 529
199319 716150018 530
199319 717177137 531
199319 718389234 532
199319 718583214 533
199319 690998357 508
199319 815217534 622
199319 815596869 623
199319 816143428 623
199319 818347262 625
199319 819386257 626
199319 822739563 629
199319 826175596 633
199319 829567639 636
199319 834417944 641
199319 839968307 646
199319 926513092 723
199319 934353372 730
199319 940100579 735
199319 941566405 736
199319 942891726 737
199319 944674457 739
199319 960611078 752
199319 964608116 757
199319 969896661 761
199319 1040064997 822
199319 1047036858 828
199319 1048284995 829
199319 1060403313 839
199336 175769370 179
199336 187463134 191
199336 188443880 193
199336 190060021 194
199336 190634613 195
199336 196953195 202
199336 204063105 209
199336 212660638 219
199336 213799156 220
199336 218112915 224
199336 248181071 257
199336 261655612 272
199336 735406078 854
199336 742572846 864
199336 744982994 868
199336 758634828 886
199336 768223241 900
198955 294285716 246
198955 153962763 124
198955 434082813 374
198955 439456579 378
198955 440444598 379
198955 477835575 410
199409 885074575 745
199409 894522764 754
199409 931019786 788
199409 934449301 792
199409 946424861 803
199409 950145208 807
199409 954009047 810
199409 957552686 814
199428 45606311 64
199428 55600800 70
199428 55150357 70
199428 70954727 80
199428 57376942 71
199428 59218903 73
199428 80521068 86
199428 99504513 98
199428 121168964 112
199428 124653346 115
199428 131317052 119
199428 131340719 119
199428 553492183 454
199428 554372197 455
199428 559475024 459
199428 561393481 461
199428 562286690 462
199428 573819310 472
199428 692397531 584
199428 706450980 598
199428 718242917 607
199428 718317407 608
199435 118091242 127
199435 445826907 382
199435 565168574 489
199435 583837501 506
199435 181144271 172
199435 180651211 172
199435 268381745 238
199435 297766006 260
199435 682407311 600
199435 681964694 600
199435 698867200 614
199435 751185372 658
199435 756803173 663
199435 761443743 667
199435 821130162 720
199435 832161937 730
199435 831439540 730
199435 843821224 741
199435 867612013 763
199435 902340578 795
199435 909094088 801
199435 1137200605 1029
199435 1144702758 1037
199435 1159208390 1052
199435 1163770489 1057
199435 1164106209 1058
199435 1172508852 1066
199435 1173818704 1068
199435 1179920746 1074
199436 62094040 85
199436 64222527 88
199436 65886277 90
199436 66841425 92
199436 69438429 95
199436 102746223 142
199436 108035976 149
199569 49088325 39
199569 118616873 95
199569 122025628 98
199569 134723671 109
199569 134687338 109
199569 90089357 72
199569 91454232 73
199569 97636028 78
199569 97272509 78
199569 98854441 79
199569 100903965 81
199569 105253965 84
199569 112384599 90
199571 264828514 241
199571 269371085 245
199571 273585978 249
199571 284871245 260
199571 292739942 267
198955 745061170 648
198955 752853261 656
198955 763840237 666
198955 768204794 670
198955 786311958 688
199608 269705442 231
199608 358154167 299
199608 388347904 323
199608 399250177 332
199608 399126651 332
199608 404637602 336
199608 428786629 356
199608 442288371 367
199608 444132653 368
199608 286123785 243
199608 287141626 244
199608 287501223 245
199608 300534442 254
199608 301426651 255
199608 307454604 260
199608 308337998 260
199608 748111257 640
199608 747530805 640
199608 766800682 656
199608 779183720 667
199608 786565997 673
199608 798016920 683
199608 826362968 708
199608 830428836 712
199608 832969866 714
199608 833601983 715
199608 836655497 718
199608 839810837 720
199608 1267943709 1145
199608 1295732346 1176
199608 1298081248 1178
199608 1300262874 1181
199608 1313235608 1195
199608 1314568486 1196
199608 1318733925 1201
199608 1318911322 1201
199608 1325407477 1208
199608 1330771347 1214
199608 1332839489 1217
199608 1821137226 1834
199608 1840210251 1861
199608 1841703993 1864
199608 1847925803 1873
199608 1848092077 1873
199608 1852186250 1879
199608 1853973286 1881
199608 1853503289 1881
199608 1859926044 1890
199703 130833894 143
199703 141679885 155
199703 142548663 156
199703 155706410 171
199703 169032476 187
199703 173088225 191
199752 78645697 61
199752 81890000 63
199754 639454196 637
199754 642427540 641
199754 668503697 671
199754 680685562 686
199754 700597836 710
199754 586849392 576
199754 599731004 591
199754 609076731 602
199754 624384799 619
199754 625978704 621
199754 628185449 624
199754 639910343 638
199754 639888645 638
198969 63086361 62
198969 64034140 63
198969 66611731 64
198969 65865231 64
198969 70772510 67
198969 71836977 68
198969 72778472 68
198969 75288734 70
198969 74768504 70
198969 80215225 73
198969 76382419 71
198969 78144516 72
198969 83853984 75
198969 84874833 76
198969 97909728 85
198969 100849331 87
198969 158494115 125
198969 284554384 213
198969 290450207 218
198969 554543360 429
198969 556902062 431
198969 560443585 434
198969 571761491 444
198969 582315012 453
198969 583297223 454
198969 590289382 461
198969 591089476 461
198969 591180805 461
198969 590839696 461
198969 594598041 464
198969 595905467 466
198969 602421039 471
198969 602006476 471
198969 605241520 474
198969 1277004106 1111
198969 1283299413 1117
198969 1282966034 1117
198969 1282843049 1117
198969 1285038026 1119
198969 1286405795 1120
198969 1297749136 1132
198969 1324640628 1160
199008 441988780 349
199008 444705214 351
199008 447129134 353
199008 449392624 355
199008 451161029 356
199008 456776228 361
199008 459084362 363
199008 459961672 363
199008 460120484 363
199008 465283437 367
199008 467937377 370
199008 472105333 373
199008 499877389 395
199021 122499572 122
199021 125433758 124
199021 125903016 124
199021 127824364 125
199021 166868387 152
199021 170352606 154
199021 128105391 126
199021 313684500 258
199021 325634492 267
199021 327709808 269
199021 336635644 275
199021 759465322 639
199021 850612569 722
199021 853525431 724
199021 858341004 728
199021 860721386 730
199021 869450512 738
199021 871758579 740
199021 875440497 743
199021 875849597 744
199021 881807443 749
199021 1416135123 1273
199021 684069372 568
199021 695329418 578
199021 694604209 578
199021 696616449 580
199021 702982092 586
199021 712062547 594
199021 723735684 605
199021 735595386 616
198954 274107193 231
198954 274593094 232
198954 278009608 234
198955 583094 2
198955 3943074 4
198955 16813520 14
198955 20352456 17
198955 24353924 20
199319 80359145 49
199319 148590477 92
199319 166023590 103
199319 166598085 104
199319 190353573 119
199319 190187035 119
199319 201164405 126
199319 119350528 73
199319 125742192 77
199319 132738295 82
199319 134395630 83
199319 140837935 87
199319 120062424 74
199319 162465087 101
199319 163372264 101
199319 257534412 165
199319 267650138 172
199319 272785370 176
199319 273759510 176
199319 280132515 181
199319 281203684 181
199319 385860169 257
199319 392779799 262
199319 397798019 266
199319 400438728 268
199319 486226438 334
199319 495103727 341
199319 494516206 341
199319 494568830 341
199319 501169177 346
199319 502769791 348
199319 1120651612 893
199319 1151435742 922
199319 1173427113 942
199319 1181785358 950
199319 1181829577 950
199319 1122216905 895
199319 1126686530 899
199319 1131446874 903
199319 1131025199 903
199319 1140925854 912
199319 1150966798 921
199319 1150149703 921
199319 1152466888 923
199319 1160500060 930
199319 1161897753 931
199336 337636432 358
199336 339604710 360
199336 350002246 372
199336 349870424 372
199336 350582296 373
199336 352441956 375
199336 364946759 389
199336 377694264 404
199336 383595403 411
199356 31854861 99
199356 41944728 105
199356 47039257 107
199356 98223464 137
199356 104326224 141
199356 65947888 118
199356 66239447 119
199356 70718407 121
199356 69723792 121
199356 111942445 145
199356 113198393 146
199356 73802811 123
199356 90208944 133
199356 135665904 160
199356 137233533 161
199409 311085400 230
199409 312803095 231
199409 362031075 270
199409 365452307 273
199409 383148119 287
199409 390254446 293
199409 392667702 295
198955 447961583 385
198955 187299223 152
198955 188091827 153
198955 208589869 170
198955 209652764 171
198955 211577238 173
