
Loading shared libraries: /Users/skhalil/Desktop/BPrime/8TeV/Analysis/Trees/Muons/Jun11Mu/SingleMu-Run2012C-24Aug2012_nominal.root 1
total events =  256 , cuts: trigSigMuNonIso_path==1 && lepEt > 45. && lepIso < 0.12 && isMuTight && njets>=4 && centrality >0.4 && jetEt[0]>200 && jetEt[1]>60 && jetEt[2]>40 && nTagsCSVM >= 1 && met > 20
************************************************
*    Row   * runNumber * lumiNumbe * eventNumb *
*  1845288 *    208307 *       465 * 670551746 *
*  1849011 *    208541 *       177 * 262235936 *
*  1849344 *    207372 *       275 * 412271279 *
*  1849464 *    207372 *       277 * 414834942 *
*  1849686 *    207372 *       279 * 417224778 *
*  1850399 *    207454 *      1395 * 1.766e+09 *
*  1850779 *    207491 *       261 * 270218823 *
*  1852690 *    207515 *       664 * 1.012e+09 *
*  1855009 *    208307 *       572 * 791704032 *
*  1855404 *    208353 *       345 * 403812540 *
*  1857099 *    207889 *        58 *  62575501 *
*  1862563 *    207397 *        32 *  36392091 *
*  1863827 *    208339 *       286 * 394388457 *
*  1864500 *    208339 *       299 * 412282911 *
*  1866740 *    207477 *       487 * 766251301 *
*  1868823 *    207397 *       117 * 195628348 *
*  1869253 *    207397 *       118 * 198077982 *
*  1869363 *    207397 *       119 * 198895832 *
*  1872241 *    207924 *       157 * 155565925 *
*  1875619 *    208427 *       256 * 411064664 *
*  1875727 *    208427 *       258 * 414284826 *
*  1878978 *    208351 *       290 * 407817481 *
*  1879886 *    208686 *       424 * 655013351 *
*  1880971 *    207454 *       226 * 336432117 *
*  1881003 *    207454 *       237 * 355956131 *
*  1883134 *    208307 *       566 * 785447010 *
*  1884430 *    207454 *       224 * 333279588 *
*  1885326 *    207515 *       287 * 444916678 *
*  1888380 *    208427 *       379 * 594981597 *
*  1889111 *    208551 *       190 * 284873933 *
*  1889964 *    208551 *       200 * 305545149 *
*  1890419 *    207454 *       297 * 456551581 *
*  1891471 *    207477 *       218 * 328038080 *
*  1892585 *    208429 *       699 * 692204270 *
*  1894536 *    207924 *       313 * 299185637 *
*  1895439 *    208351 *       154 * 178691568 *
*  1899864 *    207454 *       442 * 676958685 *
*  1900627 *    207454 *       506 * 766119120 *
*  1903100 *    207454 *       476 * 724812607 *
*  1903605 *    207488 *        85 * 110789177 *
*  1905890 *    208487 *       268 * 447148709 *
*  1906213 *    207454 *       523 * 789959230 *
*  1906596 *    207889 *       172 * 192378947 *
*  1909215 *    207454 *       543 * 815848143 *
*  1911118 *    207491 *       122 * 131065990 *
*  1911204 *    207491 *       142 * 151223543 *
*  1912899 *    207454 *       607 * 899473812 *
*  1913349 *    208391 *       643 * 821680237 *
*  1913932 *    208427 *       287 * 459535859 *
*  1914469 *    208427 *       290 * 464349017 *
*  1914537 *    208427 *       292 * 466995878 *
*  1917652 *    208307 *       434 * 633618315 *
*  1918785 *    208391 *        38 *  55044492 *
*  1922157 *    208487 *       397 * 625996217 *
*  1924060 *    207889 *       346 * 374552704 *
*  1924770 *    207889 *       904 * 867194724 *
*  1925897 *    208341 *       710 * 790089526 *
*  1926182 *    208341 *       715 * 794906072 *
*  1926347 *    207454 *       706 * 1.020e+09 *
*  1926441 *    207454 *       709 * 1.023e+09 *
*  1932279 *    208339 *       272 * 373009439 *
*  1933774 *    207491 *       450 * 445408853 *
*  1934206 *    208429 *         2 *   2064218 *
*  1934836 *    208429 *        21 *  24012131 *
*  1935619 *    208540 *        87 * 153822994 *
*  1935915 *    207454 *       997 * 1.337e+09 *
*  1935945 *    207454 *       997 * 1.337e+09 *
*  1936429 *    207454 *      1006 * 1.348e+09 *
*  1936584 *    207454 *      1008 * 1.350e+09 *
*  1937747 *    208307 *       846 * 1.110e+09 *
*  1939545 *    207454 *      1031 * 1.378e+09 *
*  1939863 *    207477 *       288 * 453502908 *
*  1940311 *    207477 *       289 * 454991584 *
*  1944994 *    207889 *       564 * 583211170 *
*  1947401 *    207889 *       367 * 395582586 *
*  1947816 *    207889 *       380 * 409201780 *
*  1948577 *    208307 *      1074 * 1.351e+09 *
*  1950512 *    207454 *      1318 * 1.690e+09 *
*  1950883 *    207454 *      1689 * 2.033e+09 *
*  1950912 *    207454 *      1690 * 2.034e+09 *
*  1951855 *    207920 *       198 * 276059124 *
*  1952513 *    208487 *       364 * 582020230 *
*  1955330 *    208357 *        97 *  96832032 *
*  1956578 *    207454 *      1561 * 1.921e+09 *
*  1957674 *    208307 *       285 * 442895900 *
*  1957998 *    208307 *       296 * 457486892 *
*  1959723 *    207454 *      1778 * 2.107e+09 *
*  1960033 *    207454 *      1785 * 2.113e+09 *
*  1961903 *    207488 *       291 * 357159008 *
*  1963223 *    207454 *      1827 * 2.147e+09 *
*  1965255 *    208391 *       852 * 1.053e+09 *
*  1965444 *    208391 *       856 * 1.057e+09 *
*  1966763 *    207454 *      1845 * -2.13e+09 *
*  1967444 *    207490 *        81 *  88767387 *
*  1968843 *    208487 *       142 * 249602981 *
*  1969482 *    207454 *      1892 * -2.09e+09 *
*  1970752 *    207477 *       479 * 755029092 *
*  1971921 *    207905 *       357 * 520631590 *
*  1973222 *    207454 *      1928 * -2.06e+09 *
*  1973493 *    207454 *      1934 * -2.06e+09 *
*  1973887 *    207490 *        24 *  22875701 *
*  1974485 *    207490 *        59 *  62292464 *
*  1975469 *    208686 *       291 * 445162297 *
*  1975644 *    208686 *       264 * 398333169 *
*  1975798 *    208686 *       267 * 405154077 *
*  1976270 *    207469 *        27 *  49875964 *
*  1977493 *    208307 *       969 * 1.244e+09 *
*  1977833 *    208341 *       432 * 489763754 *
*  1978272 *    208341 *       442 * 502351843 *
*  1979075 *    208551 *       579 * 894998877 *
*  1979428 *    207477 *       117 * 139343338 *
*  1981382 *    208341 *       303 * 353094825 *
*  1981418 *    208341 *       304 * 353285002 *
*  1983450 *    207477 *       284 * 446446485 *
*  1986101 *    207477 *       205 * 303435748 *
*  1987796 *    208307 *      1227 * 1.496e+09 *
*  1992683 *    207487 *       155 * 243586463 *
*  1994399 *    207477 *       319 * 506683146 *
*  1996069 *    207898 *       129 * 213932914 *
*  1996373 *    208307 *      1196 * 1.468e+09 *
*  1997126 *    208307 *      1212 * 1.482e+09 *
*  1997253 *    207477 *       362 * 575700392 *
*  2000529 *    207905 *      1241 * 1.563e+09 *
*  2001256 *    207477 *       417 * 663008191 *
*  2002505 *    207889 *       322 * 350316247 *
*  2004376 *    207477 *       448 * 710081673 *
*  2006587 *    207515 *       173 * 235354799 *
*  2008699 *    207515 *       729 * 1.094e+09 *
*  2009100 *    207905 *      1021 * 1.328e+09 *
*  2009412 *    207905 *      1071 * 1.384e+09 *
*  2011850 *    207886 *        17 *  18751900 *
*  2012290 *    207898 *        48 *  82393645 *
*  2016433 *    208427 *       621 * 908788076 *
*  2017654 *    207487 *       194 * 314388746 *
*  2017914 *    207920 *       782 * 1.096e+09 *
*  2018660 *    207924 *        51 *  51567949 *
*  2019712 *    208341 *       768 * 848272758 *
*  2023251 *    207487 *       244 * 403150922 *
*  2023985 *    208487 *       406 * 638285870 *
*  2026784 *    207515 *       331 * 519492005 *
*  2027492 *    208391 *       599 * 776000581 *
*  2029524 *    207488 *       321 * 389895885 *
*  2031955 *    208541 *       154 * 231204122 *
*  2034491 *    208540 *        78 * 138890042 *
*  2036236 *    207920 *       751 * 1.061e+09 *
*  2036720 *    207922 *       137 * 154567900 *
*  2037017 *    207922 *       160 * 180682657 *
*  2038891 *    208429 *       785 * 762846995 *
*  2039517 *    207488 *       234 * 291927290 *
*  2042992 *    207488 *       371 * 444156077 *
*  2043801 *    208541 *       402 * 538594431 *
*  2044640 *    208686 *       279 * 425402456 *
*  2045990 *    207905 *      1143 * 1.462e+09 *
*  2046153 *    207905 *      1151 * 1.471e+09 *
*  2047206 *    207488 *       389 * 463853238 *
*  2049107 *    208339 *       119 * 117604810 *
*  2050781 *    208307 *       182 * 295114899 *
*  2051694 *    208429 *       400 * 425695731 *
*  2053763 *    207490 *        13 *  11726401 *
*  2054648 *    207905 *       592 * 844910329 *
*  2055378 *    208391 *       621 * 798661621 *
*  2055776 *    208487 *       136 * 239319218 *
*  2056527 *    207491 *        76 *  82117586 *
*  2056558 *    207491 *        76 *  82889512 *
*  2058497 *    208551 *       253 * 410410249 *
*  2061152 *    208341 *       593 * 670564751 *
*  2064274 *    207905 *       485 * 704362585 *
*  2066839 *    207515 *       383 * 605718384 *
*  2067904 *    207515 *       411 * 650802511 *
*  2068048 *    208353 *        83 * 106097024 *
*  2068677 *    208541 *         1 *    530723 *
*  2069326 *    208541 *         4 *   5255147 *
*  2071418 *    207898 *        71 * 120509168 *
*  2072012 *    208391 *       266 * 384758795 *
*  2073443 *    207518 *         4 *   3366133 *
*  2073722 *    207518 *        19 *  19605213 *
*  2074420 *    207922 *       264 * 293283026 *
*  2076258 *    207515 *       878 * 1.269e+09 *
*  2077732 *    207920 *       526 * 783876794 *
*  2078021 *    207920 *       554 * 820488626 *
*  2080102 *    207515 *      1170 * 1.588e+09 *
*  2080443 *    207515 *      1174 * 1.593e+09 *
*  2080954 *    207884 *        21 *  30929368 *
*  2081499 *    207884 *        27 *  42100781 *
*  2085425 *    207889 *        98 * 108631431 *
*  2086114 *    207889 *       262 * 289770510 *
*  2086328 *    207889 *       271 * 299787289 *
*  2086409 *    207889 *       274 * 302756071 *
*  2089051 *    207905 *       334 * 485763132 *
*  2089798 *    207905 *       344 * 501920116 *
*  2090509 *    208307 *       119 * 199274441 *
*  2094863 *    208429 *       538 * 553703312 *
*  2096731 *    207905 *      1084 * 1.398e+09 *
*  2098960 *    208428 *       184 * 202925975 *
*  2100512 *    208551 *       538 * 842293162 *
*  2101807 *    208339 *       246 * 333169917 *
*  2102943 *    208341 *       345 * 397194965 *
*  2103896 *    208551 *       211 * 327812232 *
*  2104512 *    207905 *      1378 * 1.697e+09 *
*  2105573 *    207920 *       164 * 213580353 *
*  2106133 *    208339 *       252 * 341585840 *
*  2109195 *    208307 *        24 *  39993466 *
*  2110942 *    208307 *         6 *   8469228 *
*  2114278 *    208307 *      1171 * 1.445e+09 *
*  2116038 *    208427 *       486 * 739863568 *
*  2116900 *    208429 *       281 * 308154354 *
*  2119265 *    208686 *        79 *  61336742 *
*  2119533 *    208686 *        81 *  63628934 *
*  2119870 *    208686 *        84 *  69729117 *
*  2120686 *    208357 *       204 * 214856607 *
*  2122793 *    208357 *       411 * 424568754 *
*  2124037 *    208427 *       135 * 204911568 *
*  2127836 *    208551 *       140 * 182053644 *
*  2131069 *    203830 *        90 *  37143685 *
*  2131828 *    206513 *        11 *  10268476 *
*  2132058 *    206513 *        17 *  16934007 *
*  2135073 *    203912 *       879 * 960841190 *
*  2136765 *    204554 *       265 * 212104519 *
*  2137920 *    205236 *       128 * 193134403 *
*  2138342 *    205236 *       133 * 200091552 *
*  2138969 *    206446 *       395 * 577490488 *
*  2139814 *    203830 *        99 *  45980058 *
*  2140715 *    203830 *       117 *  64396061 *
*  2142909 *    204113 *       367 * 555560285 *
*  2145220 *    205344 *      1135 * 1.165e+09 *
*  2147380 *    204601 *       145 * 200918870 *
*  2148217 *    205311 *       964 * 924465251 *
*  2148646 *    205311 *       977 * 934115983 *
*  2150173 *    206302 *       248 * 380401133 *
*  2154064 *    204564 *       388 * 429056152 *
*  2155001 *    203830 *       177 * 120999866 *
*  2155417 *    205217 *       299 * 299992925 *
*  2157733 *    205718 *       450 * 744089380 *
*  2159221 *    206208 *       324 * 351312631 *
*  2160231 *    204576 *       103 * 138875478 *
*  2166445 *    204577 *       734 * 873323268 *
*  2169474 *    204554 *       326 * 257381691 *
*  2171056 *    205311 *      1001 * 952303886 *
*  2172583 *    205694 *       767 * 711331759 *
*  2173010 *    205694 *       883 * 788337042 *
*  2173353 *    206745 *        13 *  14968828 *
*  2173474 *    206745 *        17 *  20391949 *
*  2175727 *    203909 *       127 * 137407105 *
*  2177523 *    205667 *      1087 * 1.056e+09 *
*  2177537 *    205667 *      1087 * 1.056e+09 *
*  2178620 *    206246 *       708 * 651018252 *
*  2179218 *    203833 *        83 *  70280680 *
*  2181062 *    206207 *       301 * 446868306 *
*  2181308 *    206207 *       320 * 477499422 *
*  2183521 *    206745 *       391 * 429411953 *
*  2185101 *    205193 *       642 * 866987416 *
*  2185103 *    205193 *       642 * 866213153 *
*  2189678 *    203834 *        11 *   8282069 *
*  2190011 *    203834 *        24 *  18711117 *
*  2190399 *    203834 *        32 *  24736187 *
*  2190918 *    206208 *        65 *  72199454 *
*  2191369 *    206208 *        57 *  63489164 *
*  2191828 *    206208 *        70 *  77161975 *
*  2195686 *    203912 *      1298 * 1.309e+09 *
*  2197115 *    204564 *       839 * 901664700 *
*  2197135 *    204564 *       840 * 902767149 *
*  2197248 *    204564 *       843 * 905845050 *
*  2198358 *    205111 *       433 * 607031203 *
*  2198682 *    205111 *       444 * 621920553 *
*  2199697 *    203835 *        10 *   6855422 *
*  2200585 *    206448 *       612 * 570726115 *
*  2201437 *    206446 *       570 * 815681432 *
*  2203513 *    203835 *        39 *  28768535 *
*  2203721 *    203835 *        44 *  32571495 *
*  2205997 *    204577 *       499 * 620344840 *
*  2207313 *    205344 *       896 * 958383406 *
*  2207630 *    205344 *       464 * 522578779 *
*  2209107 *    206448 *       455 * 438965949 *
*  2212742 *    204564 *       867 * 927714547 *
*  2214021 *    204577 *      1151 * 1.296e+09 *
*  2215381 *    206595 *       171 * 243097715 *
*  2215448 *    206595 *       171 * 243040117 *
*  2216458 *    204553 *        59 *  52034354 *
*  2217289 *    204563 *       486 * 664870114 *
*  2217503 *    204563 *       508 * 692303648 *
*  2223465 *    205339 *        87 *  68662194 *
*  2225560 *    205718 *       100 * 143947693 *
*  2225998 *    205718 *       159 * 252872541 *
*  2226765 *    203912 *       491 * 570633628 *
*  2227547 *    206246 *       580 * 549154410 *
*  2228056 *    206246 *       591 * 558261337 *
*  2232861 *    204564 *       515 * 567237221 *
*  2236385 *    204114 *       313 * 341381053 *
*  2239105 *    203835 *       161 * 115847773 *
*  2239640 *    203835 *       176 * 125900458 *
*  2239967 *    205310 *       527 * 707020339 *
*  2242575 *    203835 *       195 * 139336683 *
*  2243748 *    204564 *       476 * 522881922 *
*  2244110 *    205666 *       630 * 927874713 *
*  2248416 *    205238 *       500 * 525005376 *
*  2248881 *    206446 *      1132 * 1.452e+09 *
*  2249741 *    206550 *        82 *  55511081 *
*  2250075 *    206550 *        97 *  84214212 *
*  2250445 *    206550 *        84 *  58914983 *
*  2252687 *    206246 *       272 * 276773658 *
*  2253302 *    203835 *       265 * 185369509 *
*  2254556 *    204599 *       172 * 234409246 *
*  2255182 *    204599 *       158 * 208384905 *
*  2257307 *    205921 *       538 * 768438696 *
*  2258798 *    205617 *       266 * 289261506 *
*  2258921 *    205617 *       271 * 295167895 *
*  2262767 *    206389 *       211 * 265616525 *
*  2264211 *    204563 *       216 * 263491628 *
*  2264273 *    204563 *       217 * 265480909 *
*  2268073 *    205834 *        77 * 110352686 *
*  2269703 *    204563 *       194 * 226711824 *
*  2270044 *    204563 *       215 * 261669024 *
*  2271500 *    205339 *       105 * 100541801 *
*  2274158 *    204563 *       245 * 311658256 *
*  2275063 *    204563 *       384 * 523827856 *
*  2276743 *    206573 *        10 *  19002721 *
*  2277015 *    206574 *         4 *   7285332 *
*  2277926 *    204563 *       474 * 648725920 *
*  2278280 *    204563 *       497 * 679028830 *
*  2281998 *    205826 *       467 * 663337222 *
*  2282265 *    204563 *       293 * 386644958 *
*  2282956 *    204563 *       290 * 382475412 *
*  2283208 *    206102 *       275 * 396781260 *
*  2283843 *    206102 *       317 * 461919933 *
*  2284186 *    206102 *       348 * 508501281 *
*  2284713 *    206512 *       404 * 536282787 *
*  2284978 *    206512 *       394 * 523046578 *
*  2286591 *    204563 *       300 * 398059829 *
*  2287049 *    206484 *       306 * 434727207 *
*  2291052 *    206446 *      1084 * 1.399e+09 *
*  2294890 *    206187 *       617 * 903354034 *
*  2296425 *    206302 *        44 *  71493312 *
*  2297004 *    206302 *       105 * 170347461 *
*  2297394 *    204563 *       368 * 499294779 *
*  2299407 *    205921 *       487 * 706715647 *
*  2300610 *    204563 *       418 * 570444547 *
*  2302216 *    205921 *        25 *  36074447 *
*  2302429 *    205921 *        27 *  40415787 *
*  2303865 *    206744 *       202 * 284619214 *
*  2305117 *    206208 *       208 * 221010610 *
*  2312630 *    205921 *       274 * 426220608 *
*  2312837 *    205921 *       283 * 439208000 *
*  2312970 *    205921 *       284 * 440664616 *
*  2313756 *    206596 *       347 * 384907026 *
*  2314006 *    206596 *       351 * 390025091 *
*  2314984 *    206596 *       503 * 560326973 *
*  2320590 *    205238 *       214 * 229652599 *
*  2320599 *    205238 *       214 * 229880926 *
*  2320695 *    205238 *       223 * 239966203 *
*  2321150 *    206243 *       555 * 829964501 *
*  2322028 *    206243 *       573 * 852304937 *
*  2322609 *    204563 *       524 * 713330094 *
*  2326753 *    204564 *        30 *  35917134 *
*  2327195 *    204564 *        39 *  47485059 *
*  2328767 *    206243 *       238 * 363619017 *
*  2329323 *    206575 *        14 *  20795902 *
*  2330959 *    204601 *      1146 * 1.222e+09 *
*  2333746 *    206745 *      1652 * 1.524e+09 *
*  2334783 *    206745 *      1984 * 1.733e+09 *
*  2335286 *    204564 *        81 *  98248250 *
*  2336206 *    204564 *       110 * 131837157 *
*  2338282 *    206208 *       411 * 446224662 *
*  2338462 *    206208 *       414 * 449659813 *
*  2339113 *    204564 *       118 * 140972664 *
*  2344496 *    205217 *        91 *  95969946 *
*  2345041 *    204564 *       254 * 291183262 *
*  2346649 *    204577 *       421 * 536634104 *
*  2346667 *    204577 *       421 * 536170050 *
*  2346881 *    204577 *       435 * 552073098 *
*  2347250 *    204577 *       129 * 181745039 *
*  2349950 *    205666 *       115 * 152278865 *
*  2350778 *    205666 *       125 * 172448663 *
*  2350944 *    204564 *       262 * 299817336 *
*  2351867 *    204564 *       263 * 300340584 *
*  2354454 *    206542 *       104 * 188245916 *
*  2354779 *    206542 *       180 * 321138459 *
*  2355160 *    206542 *       107 * 194075257 *
*  2357163 *    205617 *       307 * 333022844 *
*  2357746 *    206207 *       378 * 566027376 *
*  2358761 *    204564 *       343 * 383578640 *
*  2359796 *    204564 *       369 * 409940690 *
*  2360003 *    204564 *       373 * 413941165 *
*  2361443 *    205344 *      1082 * 1.121e+09 *
*  2361642 *    204564 *       381 * 422334346 *
*  2362624 *    204564 *       436 * 476770675 *
*  2365384 *    206446 *       678 * 948625093 *
*  2365483 *    204564 *       379 * 419735547 *
*  2367835 *    205526 *        17 *  15880234 *
*  2369559 *    206745 *      1709 * 1.561e+09 *
*  2369682 *    204564 *       440 * 481834415 *
*  2369777 *    204564 *       449 * 491820595 *
*  2373266 *    206542 *       245 * 425138329 *
*  2373411 *    206542 *       246 * 427373925 *
*  2373452 *    206542 *       246 * 425970791 *
*  2374092 *    206542 *       262 * 450806981 *
*  2374094 *    206542 *       263 * 452473162 *
*  2375475 *    204564 *       485 * 532517626 *
*  2377448 *    206745 *       514 * 566586385 *
*  2378550 *    204564 *       543 * 597722367 *
*  2380269 *    206246 *       510 * 491094405 *
*  2380955 *    206512 *      1085 * 1.316e+09 *
*  2381025 *    206512 *      1088 * 1.319e+09 *
*  2381641 *    206512 *      1098 * 1.330e+09 *
*  2381695 *    204564 *       518 * 569788184 *
*  2382971 *    206246 *        48 *  51468652 *
*  2384058 *    206476 *        82 *  62134329 *
*  2384095 *    206476 *        82 *  62643426 *
*  2384547 *    206596 *        18 *  21980506 *
*  2384613 *    206596 *        19 *  22853259 *
*  2385017 *    206596 *        24 *  28162217 *
*  2385743 *    206596 *        32 *  38861485 *
*  2386253 *    204564 *       558 * 613770547 *
*  2387175 *    206331 *       191 * 243936867 *
*  2389038 *    205158 *       416 * 585931264 *
*  2389607 *    206088 *       223 * 303144959 *
*  2391048 *    206088 *       259 * 363145177 *
*  2392133 *    204564 *       585 * 643359376 *
*  2392689 *    204564 *       596 * 654938727 *
*  2394276 *    206331 *       116 * 111555562 *
*  2396302 *    206744 *       192 * 269478718 *
*  2397081 *    204564 *       611 * 671333180 *
*  2400524 *    206513 *       139 * 134226681 *
*  2401700 *    205238 *       255 * 275965987 *
*  2402407 *    205238 *       613 * 627504571 *
*  2403550 *    206512 *       841 * 1.046e+09 *
*  2404001 *    206512 *       851 * 1.056e+09 *
*  2404456 *    206512 *       862 * 1.067e+09 *
*  2406182 *    206484 *       159 * 186324843 *
*  2406462 *    206484 *       177 * 218509171 *
*  2409557 *    205158 *       715 * 934935160 *
*  2409897 *    205158 *       725 * 945025304 *
*  2410634 *    205515 *       158 * 177343041 *
*  2410669 *    205515 *       177 * 206660605 *
*  2411725 *    206188 *        35 *  42117236 *
*  2413625 *    206401 *       377 * 580825845 *
*  2414446 *    206401 *       407 * 625822558 *
*  2415098 *    206542 *       390 * 634780715 *
*  2415658 *    206542 *       403 * 651617305 *
*  2417646 *    205236 *         5 *   8090459 *
*  2418154 *    205236 *        10 *  14866416 *
*  2418416 *    205236 *        43 *  68527616 *
*  2419082 *    206745 *       269 * 300188368 *
*  2419341 *    206745 *       344 * 375096723 *
*  2422858 *    206598 *       282 * 241255764 *
*  2424112 *    204564 *       804 * 867892231 *
*  2424217 *    204564 *       806 * 870256361 *
*  2426546 *    205311 *       732 * 739638133 *
*  2426607 *    206243 *       389 * 604473457 *
*  2426726 *    206243 *       419 * 647973334 *
*  2426990 *    206243 *       429 * 662576182 *
*  2429174 *    205111 *       422 * 592613987 *
*  2430993 *    205617 *        77 *  84972084 *
*  2431352 *    205617 *       169 * 179650166 *
*  2431714 *    205617 *        85 *  93228354 *
*  2432301 *    205617 *        96 * 104575693 *
*  2433994 *    205666 *       646 * 946556877 *
*  2435804 *    206208 *       256 * 273403774 *
*  2436061 *    206208 *       261 * 279739238 *
*  2436385 *    206208 *       274 * 294653017 *
*  2436499 *    204564 *       892 * 951754480 *
*  2437046 *    204564 *       937 * 993197110 *
*  2437108 *    204564 *       938 * 993418452 *
*  2438732 *    206466 *       361 * 614862995 *
*  2438822 *    206466 *       363 * 618718545 *
*  2439107 *    206466 *       367 * 623907551 *
*  2439883 *    206745 *       624 * 683207332 *
*  2440958 *    205718 *        49 *  46588064 *
*  2441285 *    205718 *        55 *  57631809 *
*  2442839 *    206542 *       447 * 709697140 *
*  2446484 *    205193 *       458 * 646542404 *
*  2448961 *    206466 *       522 * 830363832 *
*  2450213 *    206466 *       545 * 859380955 *
*  2453612 *    206448 *       552 * 520953217 *
*  2455170 *    206187 *       525 * 778805352 *
*  2455540 *    206187 *       530 * 785492733 *
*  2456825 *    204564 *      1233 * 1.245e+09 *
*  2458690 *    206208 *         5 *   4723175 *
*  2459578 *    206208 *        21 *  23363999 *
*  2464224 *    205310 *       196 * 257069115 *
*  2464519 *    205310 *       203 * 268822279 *
*  2466848 *    204564 *      1049 * 1.091e+09 *
*  2470702 *    206401 *       368 * 567868718 *
*  2471657 *    204564 *      1078 * 1.117e+09 *
*  2473132 *    205826 *       251 * 350845475 *
*  2474436 *    204564 *      1252 * 1.260e+09 *
*  2475445 *    204577 *       946 * 1.098e+09 *
*  2477047 *    204565 *        23 *  17295046 *
*  2480670 *    206208 *       185 * 198393021 *
*  2483168 *    205667 *       395 * 427845459 *
*  2483335 *    205667 *       402 * 434526773 *
*  2483548 *    206594 *       202 * 283674749 *
*  2484494 *    206594 *       218 * 310652010 *
*  2484835 *    206594 *       219 * 313157360 *
*  2485482 *    204576 *        84 * 101952824 *
*  2487329 *    205781 *       237 * 365186563 *
*  2488230 *    204576 *       109 * 150848469 *
*  2489972 *    205310 *       306 * 424817828 *
*  2490400 *    205310 *       312 * 432453778 *
*  2490798 *    205667 *       368 * 398164740 *
*  2492486 *    204576 *       120 * 171787028 *
*  2492999 *    204576 *       240 * 369701581 *
*  2493102 *    204576 *       245 * 376601349 *
*  2494276 *    205921 *       324 * 497163412 *
*  2494519 *    205921 *       325 * 497508411 *
*  2494818 *    205921 *       337 * 514311661 *
*  2495535 *    206744 *       161 * 220021801 *
*  2495948 *    206744 *       431 * 606039197 *
*  2499693 *    204576 *       140 * 197675551 *
*  2500836 *    205158 *       543 * 743957656 *
*  2502107 *    206466 *        66 * 120848284 *
*  2502892 *    204576 *       141 * 200406933 *
*  2503472 *    204576 *       146 * 208905103 *
*  2503535 *    204576 *       149 * 213344193 *
*  2504758 *    206550 *       123 * 131923350 *
*  2505377 *    206550 *       100 *  89667039 *
*  2505953 *    206550 *       126 * 136948020 *
*  2506076 *    206550 *       128 * 142061682 *
*  2508608 *    205666 *        74 *  76952159 *
*  2509883 *    205694 *       583 * 574735935 *
*  2511948 *    205666 *       474 * 727848278 *
*  2512840 *    206208 *        84 *  92671376 *
*  2515936 *    205667 *      1076 * 1.048e+09 *
*  2516556 *    206542 *        14 *  18802549 *
*  2519443 *    206745 *       513 * 565939958 *
*  2519495 *    206745 *       515 * 567834842 *
*  2521211 *    204577 *       120 * 170068290 *
*  2521735 *    204601 *      1109 * 1.192e+09 *
*  2522358 *    205718 *       445 * 737957053 *
*  2522643 *    205718 *       455 * 752241461 *
*  2524378 *    206446 *       422 * 616749462 *
*  2525026 *    204577 *       245 * 330813003 *
*  2525615 *    204577 *       254 * 341809730 *
*  2527651 *    206243 *       259 * 399748968 *
*  2527775 *    206243 *       264 * 409171620 *
*  2530101 *    205311 *        99 * 107250377 *
*  2530920 *    205667 *       771 * 795204797 *
*  2531642 *    204577 *       361 * 469292293 *
*  2531934 *    204577 *       368 * 477777692 *
*  2532054 *    204577 *       370 * 479607157 *
*  2532504 *    204577 *       260 * 349848345 *
*  2532779 *    204577 *       273 * 365652591 *
*  2533812 *    204577 *       384 * 495753260 *
*  2535044 *    205193 *       260 * 365627694 *
*  2535420 *    205193 *       392 * 558781503 *
*  2536345 *    205193 *       428 * 607280635 *
*  2536897 *    205217 *        31 *  33375303 *
*  2537509 *    205339 *       178 * 225445445 *
*  2539498 *    206512 *       908 * 1.117e+09 *
*  2540620 *    204577 *       314 * 414148106 *
*  2540650 *    204577 *       314 * 414503409 *
*  2541690 *    206187 *       645 * 938601377 *
*  2541899 *    206187 *       605 * 886948812 *
*  2545862 *    206187 *       356 * 525146185 *
*  2546496 *    206187 *       266 * 368436059 *
*  2547610 *    204577 *       453 * 571780373 *
*  2547641 *    204577 *       469 * 589359476 *
*  2551330 *    204577 *       610 * 733898180 *
*  2552826 *    204601 *      1183 * 1.252e+09 *
*  2553284 *    204601 *      1203 * 1.268e+09 *
*  2554311 *    206207 *        95 *  78566011 *
*  2554458 *    206207 *        96 *  81441482 *
*  2557314 *    205519 *        55 *  73400091 *
*  2559371 *    204577 *       895 * 1.046e+09 *
*  2560280 *    206745 *       964 * 1.005e+09 *
*  2562739 *    205158 *       165 * 206291411 *
*  2563145 *    205158 *       173 * 221375339 *
*  2563841 *    205158 *       177 * 228268869 *
*  2568409 *    205921 *       825 * 1.079e+09 *
*  2570699 *    204577 *       661 * 790286354 *
*  2571228 *    204577 *       685 * 816945281 *
*  2572644 *    206745 *       347 * 378258705 *
*  2575176 *    204577 *       831 * 978943184 *
*  2577016 *    206302 *       111 * 180983176 *
*  2578027 *    204577 *       696 * 830159209 *
*  2578281 *    204577 *       711 * 847196327 *
*  2581653 *    204577 *       763 * 905090355 *
*  2582392 *    204577 *       800 * 946094359 *
*  2584155 *    206246 *       264 * 269656419 *
*  2587452 *    206243 *       910 * 1.225e+09 *
*  2587697 *    204577 *       773 * 916896013 *
*  2588141 *    204577 *       818 * 965443217 *
*  2589654 *    205193 *       187 * 246047868 *
*  2590926 *    205311 *       752 * 756066244 *
*  2593469 *    204577 *       808 * 955172009 *
*  2593775 *    204577 *       812 * 959221537 *
*  2593778 *    204577 *       812 * 958550131 *
