
Loading shared libraries: /Users/skhalil/Desktop/BPrime/8TeV/Analysis/Trees/Muons/Jun11Mu/SingleMu-Run2012C-24Aug2012_nominal.root 1
total events =  256 , cuts: trigSigMuNonIso_path==1 && lepEt > 45. && lepIso < 0.12 && isMuTight && njets>=4 && centrality >0.4 && jetEt[0]>200 && jetEt[1]>60 && jetEt[2]>40 && nTagsCSVM >= 1 && met > 20
************************************************
*    Row   * runNumber * lumiNumbe * eventNumb *
*   606367 *    200091 *       782 * 926608175 *
*   608534 *    200190 *       406 * 488353444 *
*   609076 *    199008 *       422 * 532639911 *
*   609414 *    199008 *       418 * 528710716 *
*   609538 *    199008 *       427 * 538893813 *
*   611235 *    199961 *       110 * 119050130 *
*   613122 *    199569 *       228 * 271523507 *
*   613981 *    199569 *       246 * 290972535 *
*   614856 *    199008 *       615 * 748199574 *
*   615491 *    199008 *       500 * 620955532 *
*   616201 *    199319 *       914 * 1.143e+09 *
*   616467 *    199319 *       932 * 1.162e+09 *
*   617196 *    199319 *       779 * 990997064 *
*   617694 *    200491 *       217 * 264175946 *
*   620241 *    199336 *        83 *  82996172 *
*   622666 *    201173 *       456 * 373676391 *
*   624260 *    199008 *       528 * 651631607 *
*   624326 *    199008 *       530 * 653947481 *
*   624655 *    199008 *       535 * 660545336 *
*   627298 *    199008 *       601 * 732164358 *
*   628739 *    199409 *       138 * 189536036 *
*   629416 *    199960 *       281 * 337977376 *
*   629723 *    199960 *       294 * 355548481 *
*   631519 *    199008 *       610 * 742082534 *
*   632604 *    199008 *       637 * 771286695 *
*   633703 *    200041 *       710 * 854244327 *
*   634042 *    200041 *       716 * 861305976 *
*   636233 *    199011 *         4 *   3348949 *
*   637082 *    200473 *       383 * 403098151 *
*   638407 *    201671 *       440 * 559820966 *
*   639250 *    201671 *       454 * 575012719 *
*   639396 *    201671 *       456 * 577620112 *
*   642029 *    201671 *       555 * 677665993 *
*   642228 *    201671 *       558 * 681275247 *
*   643050 *    201671 *       569 * 693524679 *
*   644301 *    199021 *       103 *  94887203 *
*   644661 *    199021 *       107 * 100740642 *
*   645263 *    199435 *       677 * 772667462 *
*   645923 *    199435 *       745 * 848821076 *
*   646460 *    200369 *       414 * 450735936 *
*   649462 *    199021 *       152 * 166824496 *
*   651494 *    199864 *        77 * 112831382 *
*   652052 *    199864 *        89 * 129281175 *
*   652135 *    199864 *        90 * 131585071 *
*   653482 *    199021 *       188 * 218001711 *
*   653518 *    199021 *       188 * 217957618 *
*   654199 *    199021 *       213 * 252488359 *
*   654417 *    199021 *       226 * 270568084 *
*   655989 *    201164 *       384 * 545056983 *
*   656874 *    201164 *       401 * 566527886 *
*   658605 *    199021 *       221 * 263747736 *
*   658636 *    199021 *       223 * 266288749 *
*   659243 *    200473 *       335 * 347638864 *
*   659292 *    200473 *       342 * 355772933 *
*   659775 *    200473 *       315 * 323446304 *
*   660352 *    200473 *       737 * 795537010 *
*   663228 *    199608 *       111 *  99242259 *
*   663979 *    199608 *       119 * 111209593 *
*   666087 *    202178 *      1056 * 1.222e+09 *
*   666810 *    199021 *       259 * 315177652 *
*   668845 *    200188 *       296 * 382063243 *
*   669374 *    200188 *       311 * 399903791 *
*   670705 *    202209 *         2 *   2705083 *
*   671313 *    199021 *       268 * 327372667 *
*   674872 *    199021 *       301 * 370265662 *
*   678689 *    199435 *      1315 * 1.392e+09 *
*   679624 *    199608 *      1425 * 1.512e+09 *
*   681628 *    199864 *       201 * 280090656 *
*   682375 *    199864 *       212 * 293429984 *
*   683340 *    200473 *      1053 * 1.088e+09 *
*   683634 *    199021 *       370 * 456999247 *
*   683834 *    199021 *       372 * 460263409 *
*   686516 *    199832 *       278 * 342051296 *
*   687468 *    199021 *       525 * 638819171 *
*   687648 *    199021 *       539 * 652298471 *
*   688753 *    199834 *       473 * 338747432 *
*   689523 *    199834 *       514 * 365526427 *
*   689653 *    199834 *       517 * 367491110 *
*   690757 *    199021 *       390 * 481854314 *
*   691406 *    199429 *        95 * 106734175 *
*   692083 *    199429 *       126 * 140858309 *
*   694114 *    201658 *       248 * 419107529 *
*   694817 *    201658 *       242 * 410944560 *
*   696053 *    199021 *       407 * 501852295 *
*   696448 *    199834 *       853 * 651177688 *
*   697670 *    202087 *       189 * 259928278 *
*   697926 *    202087 *       194 * 266961552 *
*   698808 *    199021 *       413 * 510051381 *
*   699956 *    199021 *       424 * 523088439 *
*   700042 *    199021 *       426 * 525837478 *
*   700490 *    199864 *       123 * 176221786 *
*   704092 *    199021 *       458 * 563052286 *
*   704848 *    200473 *      1169 * 1.182e+09 *
*   706390 *    200473 *       517 * 550791706 *
*   707270 *    199021 *       453 * 557441430 *
*   707980 *    199021 *       470 * 577286579 *
*   709259 *    201173 *       423 * 349515366 *
*   709738 *    199021 *       480 * 587996023 *
*   710011 *    199021 *       484 * 592890694 *
*   710444 *    199021 *       490 * 600031257 *
*   713261 *    200091 *       721 * 854515375 *
*   715887 *    200190 *       366 * 444407004 *
*   717716 *    202087 *      1086 * 1.217e+09 *
*   718092 *    199021 *       517 * 630159471 *
*   718214 *    199021 *       518 * 630905638 *
*   718447 *    199021 *       521 * 634333766 *
*   719174 *    199021 *       537 * 649836346 *
*   719349 *    199435 *      1345 * 1.417e+09 *
*   719984 *    199435 *      1381 * 1.447e+09 *
*   721930 *    202016 *        10 *  11193028 *
*   722053 *    202016 *        36 *  41525154 *
*   722079 *    202016 *        37 *  43266294 *
*   722387 *    202016 *        43 *  49655592 *
*   723973 *    199608 *      1507 * 1.577e+09 *
*   725377 *    200091 *       645 * 772510111 *
*   725412 *    200091 *       645 * 772645541 *
*   726346 *    200992 *       239 * 210300040 *
*   726368 *    200992 *       240 * 210749079 *
*   728959 *    202237 *       167 * 253663995 *
*   730559 *    199021 *       617 * 736699537 *
*   731682 *    199021 *       634 * 754434224 *
*   732055 *    199608 *      1261 * 1.372e+09 *
*   732847 *    200049 *         7 *   4018750 *
*   733798 *    200041 *       980 * 1.147e+09 *
*   733856 *    200041 *       981 * 1.149e+09 *
*   735092 *    199021 *       711 * 838317753 *
*   735946 *    199021 *       810 * 952541388 *
*   736623 *    199435 *      1005 * 1.114e+09 *
*   736871 *    199435 *      1010 * 1.118e+09 *
*   737198 *    199021 *       768 * 904726295 *
*   737253 *    199021 *       769 * 905171246 *
*   738426 *    199021 *       659 * 779831667 *
*   738935 *    199319 *       335 * 487117456 *
*   739931 *    199574 *       172 * 132967770 *
*   744703 *    199021 *       670 * 790834330 *
*   745297 *    199833 *      1221 * 1.275e+09 *
*   747194 *    202060 *       673 * 823548440 *
*   747949 *    199021 *       683 * 804448547 *
*   748278 *    199021 *       690 * 812771165 *
*   749005 *    199877 *       415 * 433373425 *
*   749906 *    199021 *       735 * 866116562 *
*   750157 *    199021 *       740 * 871417190 *
*   750246 *    199021 *       741 * 873334640 *
*   752969 *    199336 *       971 * 818588195 *
*   753339 *    202016 *       374 * 420744027 *
*   753781 *    202016 *       401 * 450647019 *
*   755432 *    199021 *       753 * 887045669 *
*   755519 *    199021 *       775 * 912044319 *
*   756063 *    199021 *       792 * 931513028 *
*   757826 *    199021 *       763 * 898586467 *
*   758776 *    199021 *      1143 * 1.295e+09 *
*   759191 *    199021 *      1157 * 1.309e+09 *
*   760644 *    199409 *       415 * 530632158 *
*   762576 *    201202 *       365 * 332815868 *
*   763520 *    201202 *       405 * 366537798 *
*   769301 *    199877 *         5 *   5359359 *
*   769485 *    199877 *         9 *  10330417 *
*   769778 *    199877 *        18 *  20441186 *
*   770915 *    199021 *       880 * 1.028e+09 *
*   770948 *    199021 *       881 * 1.030e+09 *
*   773608 *    200229 *       343 * 374304958 *
*   774006 *    200229 *       350 * 382065303 *
*   774682 *    200245 *        51 *  59520656 *
*   776759 *    199021 *       900 * 1.050e+09 *
*   776958 *    199021 *       903 * 1.053e+09 *
*   777054 *    199021 *       911 * 1.062e+09 *
*   777908 *    199833 *       482 * 559331725 *
*   778476 *    199833 *       490 * 568127961 *
*   779152 *    199834 *       901 * 696638813 *
*   779495 *    199834 *       928 * 721844778 *
*   781146 *    199021 *       933 * 1.085e+09 *
*   781910 *    199875 *       271 * 349115346 *
*   782508 *    199875 *       237 * 301855388 *
*   782841 *    199875 *       244 * 312227689 *
*   782866 *    199875 *       244 * 312052419 *
*   782934 *    199875 *       245 * 313253287 *
*   783026 *    199875 *       253 * 323226210 *
*   783735 *    199021 *       945 * 1.098e+09 *
*   785525 *    199608 *      1570 * 1.627e+09 *
*   785779 *    199608 *      1587 * 1.640e+09 *
*   786628 *    200991 *       898 * 1.087e+09 *
*   788129 *    201708 *        16 *  14496059 *
*   790258 *    199409 *      1170 * 1.295e+09 *
*   791003 *    199834 *         4 *   3128063 *
*   791023 *    199834 *         5 *   3339292 *
*   791556 *    199834 *        17 *  13346705 *
*   791697 *    199834 *        21 *  16486614 *
*   792166 *    199021 *      1039 * 1.194e+09 *
*   792447 *    199021 *      1050 * 1.205e+09 *
*   792758 *    199436 *        10 *   7415707 *
*   793693 *    199574 *        31 *  23653737 *
*   798192 *    199021 *      1064 * 1.219e+09 *
*   798714 *    199318 *       104 * 102180893 *
*   800657 *    200041 *       219 * 259570732 *
*   800781 *    200041 *       220 * 261212638 *
*   804007 *    199428 *       342 * 430752155 *
*   807069 *    202060 *        98 *  53534278 *
*   807127 *    202060 *        98 *  53983797 *
*   813315 *    199812 *       574 * 671602400 *
*   813529 *    199812 *       577 * 674393759 *
*   814181 *    201173 *        90 *  80297667 *
*   814618 *    199021 *      1164 * 1.315e+09 *
*   815414 *    199435 *       764 * 869172628 *
*   817025 *    199435 *       798 * 906094378 *
*   818955 *    199428 *       532 * 638660762 *
*   821244 *    200229 *       215 * 236082235 *
*   822403 *    200229 *       275 * 302419589 *
*   822422 *    200229 *       275 * 302167276 *
*   822789 *    200229 *       301 * 330195503 *
*   823373 *    202093 *       170 * 118795614 *
*   824798 *    199572 *       146 * 127734394 *
*   826457 *    200244 *       296 * 428232237 *
*   826843 *    200244 *       306 * 441936725 *
*   827883 *    201824 *       249 * 217741940 *
*   828076 *    201824 *       253 * 221457792 *
*   832205 *    199021 *      1375 * 1.506e+09 *
*   833017 *    199435 *       402 * 468932336 *
*   833200 *    199435 *       291 * 336470891 *
*   835818 *    202074 *       118 * 122904886 *
*   837807 *    199967 *       128 * 129715158 *
*   839457 *    200525 *       685 * 865686714 *
*   841107 *    199021 *      1314 * 1.452e+09 *
*   841911 *    200091 *      1239 * 1.396e+09 *
*   842387 *    200091 *      1248 * 1.403e+09 *
*   844358 *    199021 *      1328 * 1.465e+09 *
*   845571 *    199336 *        55 *  55287940 *
*   846001 *    200473 *       124 *  69633563 *
*   846206 *    200473 *      1120 * 1.143e+09 *
*   851912 *    202060 *       125 * 102891098 *
*   853237 *    199021 *      1450 * 1.570e+09 *
*   853406 *    199021 *      1454 * 1.574e+09 *
*   853601 *    200091 *      1405 * 1.542e+09 *
*   855346 *    201173 *        34 *  30417432 *
*   855754 *    199021 *      1462 * 1.580e+09 *
*   857236 *    199435 *       773 * 879048503 *
*   857867 *    199435 *       820 * 928481973 *
*   857988 *    201658 *        13 *  23798703 *
*   863727 *    199318 *        89 *  74584078 *
*   866070 *    201707 *       440 * 567418573 *
*   868172 *    199319 *         3 *   4620857 *
*   868424 *    199319 *         5 *   8385132 *
*   868577 *    199319 *        10 *  15446901 *
*   868596 *    199319 *        10 *  16072440 *
*   868746 *    201669 *       122 * 214451828 *
*   869406 *    201707 *       581 * 716375951 *
*   869516 *    201707 *       585 * 722129577 *
*   870388 *    202237 *       871 * 1.190e+09 *
*   870443 *    202237 *       871 * 1.189e+09 *
*   871663 *    199319 *        14 *  21688056 *
*   871981 *    199319 *        21 *  34245673 *
*   872134 *    199319 *        23 *  37646247 *
*   872668 *    199319 *        42 *  68190390 *
*   873008 *    199319 *        26 *  41837411 *
*   873936 *    199608 *        82 *  55014969 *
*   875533 *    199608 *      2414 * -2.04e+09 *
*   879110 *    199319 *        51 *  83730071 *
*   880232 *    201278 *      1073 * 1.320e+09 *
*   880465 *    201278 *      1077 * 1.324e+09 *
*   881144 *    201692 *       124 * 107035303 *
*   881493 *    202075 *         3 *   4625988 *
*   881569 *    202075 *         4 *   5548368 *
*   881706 *    202075 *         5 *   7058227 *
*   883174 *    201196 *       762 * 583556363 *
*   884095 *    199319 *        56 *  91545125 *
*   885103 *    199566 *        23 *  33821301 *
*   885212 *    199566 *        24 *  36211947 *
*   888327 *    200473 *       950 * 998561306 *
*   888857 *    199319 *        78 * 126133697 *
*   889948 *    199319 *        96 * 154402193 *
*   890755 *    202088 *        69 *  58421244 *
*   891243 *    199319 *       110 * 176352946 *
*   891367 *    199319 *       118 * 188883561 *
*   891504 *    199319 *       144 * 226488995 *
*   891747 *    199319 *        93 * 150506478 *
*   892502 *    199319 *       109 * 175560034 *
*   894106 *    200190 *       603 * 690856744 *
*   895125 *    201202 *       132 * 125365563 *
*   899841 *    199435 *       489 * 565216882 *
*   903566 *    202074 *        68 *  29528705 *
*   904012 *    199752 *       118 * 150930651 *
*   904870 *    199812 *       113 *  94278770 *
*   905993 *    200190 *       360 * 437954572 *
*   906395 *    199319 *       219 * 334140639 *
*   908713 *    200188 *       126 * 170879934 *
*   909858 *    200188 *       248 * 325247827 *
*   911003 *    199319 *       306 * 449803789 *
*   912959 *    199319 *       372 * 532157893 *
*   914574 *    199319 *       750 * 958635755 *
*   914678 *    199319 *       754 * 961435808 *
*   915484 *    199319 *       744 * 950964652 *
*   916069 *    199435 *       298 * 345091987 *
*   916921 *    201613 *       241 * 388286586 *
*   918496 *    201613 *       322 * 503005658 *
*   919075 *    199319 *       296 * 437446114 *
*   919776 *    199319 *       281 * 417513144 *
*   923724 *    199319 *       333 * 485361052 *
*   924976 *    199409 *       359 * 466962243 *
*   925232 *    199834 *       423 * 305683843 *
*   927378 *    200041 *       616 * 747414669 *
*   927675 *    199319 *       352 * 508392840 *
*   930011 *    200190 *       758 * 838487101 *
*   930290 *    200190 *       826 * 899760287 *
*   934975 *    202237 *       795 * 1.107e+09 *
*   936112 *    199319 *       427 * 597510694 *
*   936773 *    199336 *       681 * 604416984 *
*   937023 *    199336 *       689 * 610793584 *
*   937769 *    199571 *       455 * 478847666 *
*   939106 *    200041 *       608 * 739264625 *
*   940361 *    201625 *       213 * 335187487 *
*   940718 *    201625 *       222 * 348372061 *
*   942165 *    199319 *       413 * 581810995 *
*   946131 *    199319 *       470 * 647870498 *
*   947279 *    200178 *        25 *  42132759 *
*   947543 *    200178 *        28 *  47206334 *
*   947747 *    201816 *         1 *    220067 *
*   948124 *    201816 *         6 *   6432266 *
*   950009 *    199319 *       509 * 691835668 *
*   950903 *    200244 *       149 * 231342960 *
*   951392 *    200244 *       162 * 248346768 *
*   951548 *    200244 *       164 * 250297249 *
*   951709 *    200244 *       159 * 243146537 *
*   953540 *    199568 *        18 *  23301934 *
*   956513 *    199961 *       152 * 162190241 *
*   957099 *    199961 *       162 * 171561334 *
*   958977 *    199319 *       584 * 774010099 *
*   959757 *    199319 *       613 * 805106921 *
*   960839 *    200369 *       305 * 341454970 *
*   962731 *    199319 *       633 * 826282330 *
*   963748 *    199319 *       666 * 860765769 *
*   965587 *    199409 *       156 * 213294555 *
*   965766 *    199409 *       215 * 292209652 *
*   966374 *    199409 *      1160 * 1.287e+09 *
*   967491 *    199812 *       416 * 497368404 *
*   967625 *    199812 *       431 * 514529651 *
*   967792 *    199812 *       427 * 509325551 *
*   969443 *    200188 *       150 * 201584872 *
*   969594 *    200188 *       156 * 209282058 *
*   970093 *    199319 *       649 * 843229899 *
*   970425 *    199319 *       655 * 848964616 *
*   971669 *    200473 *       649 * 702964665 *
*   972117 *    200473 *       141 *  94311755 *
*   973802 *    202178 *       498 * 622261729 *
*   973808 *    202178 *       498 * 621475878 *
*   978602 *    199319 *       706 * 906141385 *
*   979913 *    200369 *       514 * 546563852 *
*   980153 *    201229 *        33 *  60447095 *
*   982260 *    199319 *       766 * 975585760 *
*   982608 *    199319 *       792 * 1.005e+09 *
*   984583 *    202178 *       628 * 764713239 *
*   984957 *    202178 *       637 * 774502284 *
*   985098 *    202178 *       641 * 778147512 *
*   988054 *    200091 *       451 * 555216879 *
*   989229 *    200190 *       580 * 668163630 *
*   989729 *    199319 *       841 * 1.061e+09 *
*   990237 *    199319 *       830 * 1.049e+09 *
*   991807 *    201174 *        29 *  19648027 *
*   991921 *    201174 *        34 *  22875136 *
*   992701 *    202075 *       541 * 701678445 *
*   994129 *    199319 *       887 * 1.113e+09 *
*   994220 *    199319 *       861 * 1.084e+09 *
*   996020 *    199833 *       184 * 228635513 *
*   997107 *    199834 *       261 * 194969760 *
*   997200 *    199834 *       263 * 196202455 *
*   997292 *    199834 *       268 * 199499378 *
*   998684 *    199319 *       978 * 1.211e+09 *
*  1000174 *    202087 *       226 * 306004689 *
*  1000341 *    202087 *       236 * 318051410 *
*  1000814 *    202087 *       291 * 384386482 *
*  1001954 *    199319 *       996 * 1.230e+09 *
*  1004710 *    199319 *       899 * 1.126e+09 *
*  1006078 *    199319 *       944 * 1.175e+09 *
*  1006271 *    199319 *       947 * 1.179e+09 *
*  1007619 *    201671 *       490 * 611025839 *
*  1009394 *    199336 *        41 *  41152744 *
*  1012642 *    199564 *         1 *   1149130 *
*  1012858 *    199564 *         3 *   4229558 *
*  1013309 *    199566 *         8 *  11260307 *
*  1013987 *    199566 *        31 *  45708489 *
*  1019341 *    200991 *       632 * 795284904 *
*  1020552 *    200991 *       400 * 534001404 *
*  1021532 *    199336 *       188 * 184338967 *
*  1023960 *    199833 *       977 * 1.067e+09 *
*  1024156 *    201707 *       944 * 1.112e+09 *
*  1026104 *    199336 *       214 * 208500210 *
*  1027392 *    199435 *       968 * 1.078e+09 *
*  1028294 *    199833 *      1108 * 1.182e+09 *
*  1028666 *    199960 *       372 * 454724643 *
*  1032391 *    199967 *       183 * 204857628 *
*  1033947 *    200229 *       250 * 274557482 *
*  1034714 *    199336 *       161 * 158654430 *
*  1035799 *    200244 *        45 *  73474292 *
*  1035965 *    200244 *        51 *  83066763 *
*  1036056 *    200244 *        51 *  83336471 *
*  1036427 *    200244 *        53 *  86994391 *
*  1036603 *    200244 *        55 *  89508746 *
*  1038289 *    202087 *       837 * 982910069 *
*  1039096 *    199336 *       264 * 254418789 *
*  1040079 *    202237 *       316 * 493935386 *
*  1043760 *    199877 *       283 * 304576917 *
*  1044426 *    201164 *       317 * 462447666 *
*  1044467 *    201164 *       317 * 461310860 *
*  1045873 *    202054 *       622 * 482229405 *
*  1046798 *    199336 *       460 * 425392744 *
*  1047704 *    199436 *       701 * 480469789 *
*  1049785 *    202178 *       984 * 1.153e+09 *
*  1049944 *    202237 *       919 * 1.239e+09 *
*  1052812 *    199833 *      1203 * 1.260e+09 *
*  1052961 *    199833 *      1207 * 1.264e+09 *
*  1054270 *    199336 *       466 * 430419385 *
*  1054807 *    199336 *       521 * 476059217 *
*  1056409 *    199608 *      1292 * 1.399e+09 *
*  1056660 *    199608 *      1298 * 1.405e+09 *
*  1057508 *    200042 *       435 * 352034249 *
*  1057865 *    200042 *       448 * 361501971 *
*  1058615 *    200041 *       849 * 1.010e+09 *
*  1062544 *    199877 *       644 * 637023912 *
*  1062721 *    199877 *       649 * 641915692 *
*  1062939 *    199877 *       654 * 645744814 *
*  1063479 *    199336 *       294 * 281229683 *
*  1064532 *    199336 *       807 * 700338186 *
*  1065108 *    199336 *       827 * 715383784 *
*  1067482 *    200041 *       967 * 1.134e+09 *
*  1071247 *    202087 *       628 * 762796911 *
*  1073771 *    199435 *       950 * 1.061e+09 *
*  1074406 *    199608 *       521 * 616599460 *
*  1076260 *    200599 *        91 *  44308941 *
*  1076453 *    200599 *        93 *  49376234 *
*  1077622 *    199336 *       350 * 330342275 *
*  1079588 *    200161 *        76 * 118390132 *
*  1079740 *    200161 *        79 * 122992796 *
*  1079906 *    200161 *        80 * 124868660 *
*  1081621 *    200519 *        81 * 124660704 *
*  1084546 *    199336 *       487 * 447562022 *
*  1085460 *    199428 *       438 * 536063592 *
*  1085539 *    199428 *       440 * 538432271 *
*  1085918 *    199428 *       456 * 555470551 *
*  1087094 *    199973 *        87 *  50596364 *
*  1087409 *    200190 *       663 * 749112971 *
*  1087559 *    200190 *       721 * 804575407 *
*  1090114 *    199435 *      1452 * 1.505e+09 *
*  1091227 *    199336 *       541 * 492794726 *
*  1092710 *    199409 *      1103 * 1.236e+09 *
*  1095871 *    200091 *       915 * 1.075e+09 *
*  1097941 *    199574 *       185 * 142027501 *
*  1100003 *    200091 *       989 * 1.152e+09 *
*  1100708 *    201705 *        69 *  24192859 *
*  1100856 *    201705 *        92 *  69169134 *
*  1100997 *    201705 *        96 *  76419301 *
*  1101018 *    201705 *        96 *  76371316 *
*  1101615 *    201705 *        76 *  36629458 *
*  1103035 *    199336 *       581 * 525467817 *
*  1104325 *    200091 *      1321 * 1.469e+09 *
*  1105770 *    200188 *       349 * 443651298 *
*  1105997 *    199336 *       620 * 556320253 *
*  1107906 *    199608 *      1238 * 1.351e+09 *
*  1108427 *    199608 *      1256 * 1.367e+09 *
*  1108798 *    200229 *       475 * 507657711 *
*  1111458 *    199428 *       270 * 342320824 *
*  1111584 *    199428 *       277 * 350507619 *
*  1113705 *    202045 *       561 * 627799451 *
*  1116225 *    199336 *       795 * 691465633 *
*  1121567 *    201625 *       356 * 529199670 *
*  1123753 *    202178 *       452 * 567579916 *
*  1124867 *    200041 *        81 *  47308311 *
*  1125653 *    200473 *       575 * 618977929 *
*  1126247 *    200473 *       873 * 928463875 *
*  1126682 *    200473 *      1170 * 1.183e+09 *
*  1129348 *    202044 *       268 * 357185539 *
*  1131273 *    202178 *       374 * 473069910 *
*  1131680 *    199336 *       948 * 802497491 *
*  1132340 *    199336 *       975 * 821877155 *
*  1134239 *    201173 *       355 * 297496073 *
*  1135090 *    199336 *       936 * 794179300 *
*  1136628 *    199409 *       930 * 1.074e+09 *
*  1137610 *    200245 *       245 * 272380220 *
*  1138359 *    202016 *       769 * 811897114 *
*  1140340 *    199356 *       102 *  37644778 *
*  1140855 *    200244 *       240 * 356007935 *
*  1141460 *    200244 *       253 * 372567472 *
*  1142791 *    199356 *       163 * 141115175 *
*  1147055 *    199409 *       149 * 203593990 *
*  1149479 *    200991 *       752 * 932687658 *
*  1150282 *    202209 *        17 *  25503165 *
*  1151451 *    202209 *        24 *  37300788 *
*  1151656 *    202209 *        26 *  40932107 *
*  1152763 *    199409 *       316 * 417280011 *
*  1152830 *    199409 *       317 * 418899941 *
*  1153343 *    200369 *       341 * 377879992 *
*  1154223 *    199409 *       197 * 268230969 *
*  1155244 *    199409 *       211 * 287316883 *
*  1156455 *    199608 *       657 * 767546318 *
*  1157122 *    199833 *        12 *  15705553 *
*  1159667 *    199409 *       213 * 289950285 *
*  1160679 *    199409 *       255 * 342817236 *
*  1161526 *    200473 *       258 * 253504604 *
*  1161670 *    200473 *       749 * 807678492 *
*  1162166 *    200473 *       799 * 857806909 *
*  1164227 *    199409 *       262 * 352356058 *
*  1164495 *    199409 *       243 * 328577782 *
*  1166865 *    199812 *       721 * 835914583 *
*  1167357 *    199812 *       701 * 812809294 *
*  1168589 *    199409 *      1142 * 1.271e+09 *
*  1169296 *    199409 *      1243 * 1.357e+09 *
*  1170138 *    199864 *       150 * 213673221 *
*  1170228 *    199864 *       153 * 216917332 *
*  1170569 *    199864 *       157 * 222114293 *
*  1171321 *    200991 *       870 * 1.057e+09 *
*  1172142 *    199409 *       285 * 380384521 *
*  1172554 *    199409 *       336 * 440700007 *
*  1172577 *    199409 *       336 * 441147089 *
*  1174687 *    202087 *       361 * 464358447 *
*  1175178 *    199409 *       346 * 452159177 *
*  1177597 *    199569 *       149 * 181664526 *
*  1179012 *    199409 *       373 * 483216021 *
*  1181052 *    200190 *       166 * 214549275 *
*  1181291 *    200190 *       171 * 220388106 *
*  1184982 *    200041 *       876 * 1.039e+09 *
*  1185822 *    200041 *       905 * 1.070e+09 *
*  1188457 *    199409 *       569 * 693048549 *
*  1188615 *    202084 *       124 *  87634642 *
*  1188618 *    202084 *       124 *  86875287 *
*  1189494 *    202084 *       157 * 145160838 *
*  1190388 *    202087 *       109 * 155642580 *
*  1192055 *    199409 *       390 * 502831012 *
*  1192724 *    199409 *       387 * 499409633 *
*  1193069 *    199409 *       395 * 508470163 *
*  1194357 *    199875 *       285 * 368490202 *
*  1197367 *    199608 *      1312 * 1.416e+09 *
*  1198259 *    200244 *        12 *  20117626 *
*  1199487 *    200244 *        48 *  78834079 *
*  1200966 *    199409 *       453 * 571864233 *
*  1201933 *    200091 *       300 * 363214200 *
*  1202074 *    200091 *       302 * 364847912 *
*  1202218 *    200091 *       304 * 367356537 *
*  1208354 *    201202 *       244 * 227767304 *
*  1208952 *    201202 *       269 * 249291213 *
*  1211736 *    200041 *       802 * 959042604 *
*  1211869 *    200041 *       821 * 979660418 *
*  1212844 *    201168 *       182 * 198499223 *
*  1218400 *    199409 *       669 * 799944394 *
*  1218582 *    200042 *       128 * 110724337 *
*  1220596 *    199833 *       329 * 389719991 *
*  1221427 *    199409 *       590 * 713205085 *
*  1221688 *    199409 *       584 * 707694920 *
*  1221695 *    199409 *       584 * 707439599 *
*  1222221 *    199409 *       641 * 768195595 *
*  1222338 *    199409 *       644 * 771669757 *
*  1222979 *    199435 *       982 * 1.092e+09 *
*  1223042 *    199435 *       983 * 1.092e+09 *
*  1223408 *    200091 *      1220 * 1.378e+09 *
*  1223534 *    200091 *      1223 * 1.381e+09 *
*  1224360 *    202178 *       683 * 824720807 *
*  1226240 *    199409 *       656 * 785538634 *
*  1226874 *    199409 *       621 * 744968294 *
*  1226910 *    199409 *       621 * 744529493 *
*  1228507 *    200525 *       305 * 403522583 *
*  1228901 *    199409 *       626 * 750578533 *
*  1229268 *    199409 *       632 * 757714233 *
*  1229758 *    199409 *       709 * 844555546 *
*  1229897 *    199409 *       711 * 846873700 *
*  1230633 *    199608 *       486 * 580049679 *
*  1239904 *    199409 *       777 * 918888460 *
*  1242105 *    200992 *       166 * 148658077 *
*  1242447 *    200992 *       172 * 153699308 *
*  1242561 *    200992 *       175 * 156496032 *
*  1243409 *    199409 *       849 * 994176559 *
*  1243919 *    199864 *       393 * 507639503 *
*  1245109 *    199961 *         1 *   1046540 *
*  1246140 *    199961 *        17 *  18916171 *
*  1248822 *    199409 *       834 * 978352372 *
*  1251039 *    199435 *        65 *  26211598 *
*  1253061 *    202014 *       159 * 193426583 *
*  1256603 *    200041 *       913 * 1.079e+09 *
*  1258568 *    199409 *       900 * 1.045e+09 *
*  1260138 *    200244 *       354 * 501147168 *
*  1266095 *    199571 *       231 * 254366479 *
*  1267614 *    200188 *       109 * 148375378 *
*  1267795 *    200188 *       112 * 152623404 *
*  1267807 *    200188 *       112 * 152172206 *
*  1271015 *    202016 *       283 * 317222967 *
*  1271259 *    199409 *       992 * 1.134e+09 *
*  1273114 *    199875 *        86 *  68759986 *
*  1273173 *    199875 *        87 *  70486358 *
*  1273371 *    199875 *        90 *  75345830 *
*  1274169 *    199877 *       378 * 398078521 *
*  1274684 *    201168 *         6 *   6748340 *
*  1274776 *    201168 *         7 *   7272492 *
*  1275053 *    201168 *        11 *  11672502 *
*  1275793 *    199409 *      1011 * 1.152e+09 *
*  1276390 *    199409 *      1069 * 1.205e+09 *
*  1277378 *    199812 *       507 * 600242125 *
*  1280332 *    201613 *       258 * 413094853 *
*  1281123 *    201613 *       272 * 433685006 *
*  1282510 *    199409 *      1129 * 1.259e+09 *
*  1290861 *    199409 *      1155 * 1.282e+09 *
*  1290896 *    199409 *      1156 * 1.283e+09 *
*  1291626 *    199409 *      1191 * 1.313e+09 *
*  1291989 *    199877 *       713 * 694799300 *
